,Title,Summary,Location,Company,Salary
631,"VP, Java Full Stack Lead Developer, Group Consumer Banking a...","Degree/Diploma in Computer Science, Engineering or related field.Data modelling experience in both Relational and NoSQL databases.",Singapore,DBS Bank,
632,Lead Senior Cloud/DevOps Engineer,"Computer Science, Technical, Maths, Science or Engineering degree or equivalent experience required.10 + years Experience in Application Development.",Singapore,Enggsol Pte Ltd,
633,IT Infrastructure Manager,"Good leadership and IT infrastrucure architect exposure.In charge of the 24 x 7 support of operation, data center operations and managed services delivered to…",Singapore,Page Personnel,
634,"Head of Developer Relations & Technical Evangelism, APAC","Computer Science or Software Engineering Degree (or equivalent experience).10 to 15 years’ experience in IT Infrastructure and/or software development, with…",Singapore,Amazon Web Services Singapore,
635,Senior Software Developer,"Debug distributed systems with high data loads and high performance.Ability to write framework level code, architect efficient and reusable software…",Singapore,KS Talent Solutions,
636,JDA Consultant,"Show data and process flow from one JDA solution to another).Experienced in defining problems, collecting data, establishing facts, and drawing valid…",Singapore,eTeam Hong Kong,
637,Database Manager,"Expertise in Data Modelling and Big Data Architecture.Risk Management in relation to Data Management;Work with the team on design, architect, administration…",Singapore,Sciente Consulting Pte. Ltd,
638,Sharepoint Developer / 1-Year Contract,Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the…,Singapore,Manpower,"$4,500 - $6,000 a month"
639,Full Suite Tech Lead - APAC - Singapore - AVP,Leveraging data mapping/profiling tools and architect scalable solution architecture.Designing and developing data cleansing routines utilizing typical data…,Central Singapore,CITI,
640,UX Designer,High tolerance for ambiguity and big data with the ability to organize information flawlessly.4+ years' experience as Experience UX/Interaction Designer or…,Singapore,TENTEN Partners Pte. Ltd.,
641,Technical Manager (Database),"Experience in optimizing insertions of large amounts of data.Architect, design and deliver system given the specifications and requirements.",Singapore,Gateway Search Pte Ltd,
642,Technical Solutions Architect - DevOps,"Data & Analytics - BI/DWH, Big Data Analytics, Data Engineering, Data Science and Advanced Analytics.Our business focuses on Data and Automation in the…",Singapore,Servian,
643,Technical Services Consultant (Network),"As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the…",Singapore,Government Technology Agency,
644,COGNOS Developer,2-3 years experience in Meta data modeling using Cognos Framework Manager/Microstrategy Architect.Experience working with SQL queries in relational database…,Singapore,Integrated Search,
645,"Technical Services Consultant, Infocomm Security","As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the…",Singapore,Government Technology Agency,
646,"SVP / VP, Development Engineer - (Consumer Finance Technolog...",Willing to research and innovate on various data requirements (Transformation/Processing).Group Technology and Operations (T&O) enables and empowers the bank…,Singapore,DBS Bank,
647,Senior Infocomm Officer / Infocomm Specialist [Account Manag...,"Degree in Computer Science, Information Technology, or equivalent.Technical architects, data architects) to conduct analysis and design.",Singapore,Inland Revenue Authority of Singapore,
648,Technical Services Consultant (Application Infrastructure Se...,"As a Technical Services Consultant, you will collaborate with a team of business analyst, solution architect, project manager passionate about developing the…",Singapore,Government Technology Agency,
649,Chief Information Security Office- Top Tier Insurance Firm,Establish and maintain a comprehensive cyber security program that meets applicable laws and data security best practices.Working in a FinTech culture.,Singapore,Michael Page,
650,Ref: 116381 - Senior Infrastructure Solution Designer (1-Yea...,"Cisco Nexus Data Center virtualisation/configuration.Advanced knowledge of LAN, WAN and Data Centre network integration techniques and enterprise design.",Singapore,Singtel,
651,Senior Project Manager - Punggol Digital District,"To ensure the estate’s visions are met, you will conduct/participate in brainstorming, data gathering, evaluation and implementation of the innovative…",Singapore,JTC Corporation,
652,Analytics Offering Principal Lead,"Should be the recognized expert in Analytics and Big Data.Have deep technical expertise on Business Intelligence, Data Warehouse and Analytics.",Singapore,Xchanging Malaysia Sdn Bhd,
653,Cloud Evangelist & Biz Development,Experience in and understanding of data and information management - especially as it relates to big data trends and issues within businesses.,Singapore,eTeam Hong Kong,
654,SAP Project Manager (PM),"Proactively monitor, manage and report on execution of deliverables along with gathering data.Implementing, executing, providing weekly status meeting updates…",Singapore,Washington Frank,"$9,000 - $13,000 a month"
655,System Solutions Consultant,"Degree in Computer Science, IT or relevant fields.Strong understanding and good knowledge in system technologies such as servers, SAN/NAS storage, backup,…",Singapore,Enggsol Pte Ltd,
656,Cloud & DevOps Lead,"Envision, plan and architect agile and cost-effective, cloud-based technical architectures based on review of current business and IT environments and scenario…",Singapore,Great Eastern,
657,DevOps Consultant/Architect,Produce clear installation and deployment guides for data center personnel.Work with client and facilitate solutions to their business and technical challenges…,Singapore,HPS Partners Pte Ltd,
658,lead data engineer,"With the team constantly expanding, they’re looking out for a Lead Data Engineer to guide and mentor the Data team.Experience working on large scale systems.",Singapore,Randstad,
659,"Consumer Networks - Manager, Network Asset Management System...",Bachelor’s Degree in Computer Science or Electrical/Electronics & Communications Engineering or equivalent.As our Manager Network Asset Management Systems you…,Singapore,Singtel,
660,"Full Stack Developer (JavaScript, UI, HTML, CSS, NodeJS, Rea...","Strong Hands-on experience/knowledge on Data modeling and Nodejs integration with NO-SQL technologies like redis, Cassandra etc.",Singapore,Cloud Kinetics Solutions Pte Ltd,
661,"Sales Engineering Manager, Oracle Data Cloud – SEA & Greater...","Advises internal and external clients on overall architect solutions.Sales Engineering Manager, Oracle Data Cloud – SEA & Greater China-190015PM.",Singapore,Oracle,
662,"Senior Manager, Ecommerce","Engage enterprise architect, software architect, and infrastructure teams, to own the evaluation and selection of hardware or software integration for each…",Singapore,Progression Search,
663,"VP / AVP, Principal / Senior Software Engineer, Digital Ecos...","Degree/Diploma in Computer Science, Engineering or related field.Data modelling experience in both Relational and NoSQL databases.",Singapore,DBS Bank,
664,IT Infrastructure Manager,"You have at least 2 years experience, ideally within a System Administrator, Network Architect or System Architect role.You will be responsible for :",Singapore,Snaphunt,
665,SAP Commerce Solution Architect – Singapore,"Data Hub, importing/exporting master data.SAP CX (SAP Commerce, Hybris) Solution Architect – Singapore, 1 year contract, excellent rates + expenses.",Singapore,Staff Worx,
666,System & Architecture Director,"Degree in IT, Computer Science or its equivalent.The technology architecture will be the foundation to support various digitalization, application, and data…",Singapore,Qinnox,
667,Head of Client Success,Their AI technology is built upon unique commerce data sets and their partnerships with both major commerce and social media platforms enable online sellers of…,Singapore,Ultimate Asset,"$150,000 a year"
668,Senior Officer - System Architecture / IT Networks / Informa...,"Undertake data network fault investigations.Possess suitable academic or professional credentials in Information Technology, Computer Engineering, Computer…",Singapore,The Institute of Technical Education,
669,Software Engineering & Analytics Lead,"Relevant certification like AWS solutions architect etc will be advantageous.As a successful applicant, you will have a Degree in Computer Science or a…",Singapore,Michael Page,
670,Lead Solution Architect (Java),"They are looking to hire a Lead Solution Architect (Java).As a Lead Solution Architect (Java), you will be responsible for the following:",Singapore,Michael Page,
671,System & Architecture Director,"Degree in IT, Computer Science or its equivalent.The technology architecture will be the foundation to support various digitalization, application, and data…",Singapore,Quinnox Solutions,
672,"Senior VP / First VP, Technical Delivery Manager, GMET - Fin...","Bachelor's degree in IT, computer science, engineering or similar domain.Drive the data, design and solution discussions with vendor, technology team and user…",Singapore,United Overseas Bank Limited,
673,Excciting Full Time opportunity of Senior Staff full stack d...,"Experience with building data visualizations, d3.js etc.Strong Hands-on experience/knowledge on Data modeling and Nodejs integration with NO-SQL technologies…",Singapore,Aryan Search Pte Ltd,"$96,000 - $108,000 a year"
674,"Consumer Networks - Manager, Network Security Governance (11...","Minimum 5 to 8 years of experience as a security architect/network security architect.Bachelor Degree in Computer Science, Computer Engineering, Electrical…",Singapore,Singtel,
675,Senior C++ Developer (Designer/Team Lead),"Degree in Computer Science, Computer Engineering or Information Technology.Work closely with Software architect and other team members within the software…",Singapore,Jobline Resources Pte Ltd,
676,"SVP, Cloud Development Lead, Group Consumer Banking and Big...","Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on…",Singapore,DBS Bank,
677,Python Developer (Cyber Security),"Degree in Computer Science, Di.A Splunk Enterprise Certified Architect certification;Coordinate the flow of data and tasks (e.g.",Singapore,Sciente Consulting Pte. Ltd,
678,Mobile App Developer,"You have at least 1 year experience, ideally within a Software Engineer or Software Architect role.You possess strong analytical skills and are comfortable…",Singapore,Snaphunt,
679,IOS Developer,"Architect and develop the next generation mobile applications.Good knowledge of iOS frameworks such as UIKit, Core Data, Security, etc.",Singapore,Morgan McKinley,"$5,000 - $9,000 a month"
680,"Cyber Security, Information Security, Security Architects",Security of Data in Transit.Successfully implemented a data loss prevention plan.Big Data experience will be a added benefit.,Singapore,Nicoll Curtin Limited,
681,"Data Engineer, APAC","Strong experience with big data, Data Warehouse technologies.Architect, build, and deploy new data models that provide intuitive analytics across the business.",Singapore,foodpanda Singapore,
682,Data Engineer,"Build processes supporting data transformation, data structures, metadata, dependency and workload management.",Singapore,Intellect Minds Consulting Sdn Bhd,"$7,000 - $7,500 a month"
683,"Cloud Full-Stack Developer (Java, AngularJS, Cloud)","Architect, design, develop and deploy new features.Experience In big data technologies such as Kafka.Global MNC that runs its business in logistics and…",Singapore,Page Personnel,
684,Software Architect (Data Science),"Proficient in data analytics skills such as Python, Jupyter Notebook.Knowledge of Big Data Frameworks such as MapReduce, Spark, Hadoop, etc.",Singapore,Yojee,"$5,700 - $7,400 a month"
685,IT System Engineer (MNC @ Tanjong Pagar),Work closely with pool of Infrastructure Engineer & Network Engineer in APAC region.Involves working with regional and global IT teams to architect and…,Singapore,DS Global Technology,"$4,000 - $5,000 a month"
686,Data Scientist (Economist),"Qualification in economics, econometrics, statistics, business analytics, data science or an equivalent quantitative and technical discipline.",Singapore,The Chope Group Pte Ltd,
687,Senior Data Engineer,"Experience managing data, eg data lifecycles, aging and retention, PII, backups.3+ years experience developing data pipelines and workflows that individually…",Singapore,Pocketmath,"$108,000 - $144,000 a year"
688,CLOUD ENGINEER / CLOUD INFRASTRUCTURE ENGINEER,"Degree in Engineering or Computer Science.AWS Certified Solution Architect Associate, AWS Certified SysOps Administrator and others.",Singapore,Cyberdyne Tech Exchange Pte Ltd,"$4,000 - $7,000 a month"
689,Customer Data Scientist (Singapore),2+ years' experience with performing hands-on Data Science and Machine Learning.To manipulate data and draw insights from large data sets.,Singapore,h2o.ai,
690,BI Analyst,"Data querying, building data models and conducting data analysis.Bachelor’s degree in computer science.Design, develop and maintain data models.",Singapore,Kuok (Singapore) Limited,
691,Senior Data Architect,"Strong knowledge of data warehousing disciplines such as data access, ETL, data management, data modeling, metadata, performance management, data quality,…",Singapore,Diginex,
692,Lead Growth Architect,"Passion for data and analytics:The ultimate success of a Growth Architect hinges on their ability to lead their peers while influencing decision makers, both…",Singapore,BCGDV,
693,Senior Business Analyst,Provides analytic support by coordinating data extraction from various databases and data interpretation.Working with Solution Architect during the design and…,Singapore,NTT DATA Singapore,
694,Data Science/AI Architect,"Degree in Statistics, Mathematics, Data Science or Machine Learning with more than 3 years of experience in Machine Learning or Deep Learning solutions, and…",Singapore,Talentreq Partners Pte Ltd,
695,Architect (Tech Lead),Full SDLM (Software Development Lifecycle Management) as a representative engineer having ownership of the assigned advertisement product.,Singapore,Rakuten Asia Pte Ltd,
696,Sr. Graphics Memory Diagnostics Engineer,"In Electrical/Computer Engineering or Computer Science.We believe in changing the world for the better by driving innovation in high-performance computing,…",Singapore,"Advanced Micro Devices, Inc.",
697,Assistant Solution Architect / Solution Architect,"MVC design, Data modeling, Deployment & Build management, Data migration.The Solution Architect (SA) plays core technical role in the development of a system.",Toa Payoh,Ecquaria Technologies Pte Ltd,"$7,000 - $8,500 a month"
698,Network Engineer,"Network installation experience in a high availability LAN, data center or NOC.Take an automated data driven approach to diagnosing and solving complex network…",Singapore,Softenger Singapore Pte Ltd,"$5,000 a month"
699,"Growth & Innovation ,Business Data Scientist"," Design, architect and develop data solutions to help business teams to make data driven. Participate in product development by providing supporting data and…",Singapore,IIX,
700,Solutions Software Engineer (Blockchain),"In Computer Science or equivalent degree or experience.Grow into a Trusted Architect role by recommending integration strategies, enterprise achitectures,…",Singapore,Hashstacs Pte Ltd,"$3,500 - $5,000 a month"
701,"Technical Lead, NLP, Chatbot Machine Learning Engineer.","Perform ad-hoc statistical and data science analysis.Technical Lead, NLP, Chatbot Machine Learning Engineer.Detailed JD is available for your reference.",Singapore,o2finfosolutions.com,
702,Legal Engineer (FT),"At least 3 years of experience in legal services, data analytics, system engineer or similar role preferable;Data extraction, cleaning and report building;",Singapore,Rajah & Tann Technologies,
703,Data Architect,Data Architect wanted for a leading financial services institution!They are currently looking for a Data Architect to lead the enterprise-wide data model and…,Singapore,Ambition,
704,Account cum Admin Assistant (5days | Central),"14 AL + Dental & Medical benefits.Data entry for receipts, payments and journal entries.Basic + AWS (depend on company and personally performance).",Singapore,Transcendent Business Service Pte Ltd,"$2,100 - $2,500 a month"
705,Staff Data Engineer,"Experience managing data, eg data lifecycles, aging and retention, PII, backups.3+ years experience developing data pipelines and workflows that individually…",Singapore,Pocketmath,"$108,000 - $169,000 a year"
706,Solution Architect,"Experience in computer vision, data mining, and machine learning;More than 5 years in designing, implementing and optimising the architecture the distributed…",Singapore,SenseTime International,"$10,000 - $12,000 a month"
707,Product Architect,"Our Engineering team is looking for a Product Architect in Singapore.Good knowledge of OOAD, algorithms, data structures, multithreading, design patterns,…",Singapore,In Mind Cloud Pte Ltd,"$5,000 - $7,000 a month"
708,Systems & Solutions Architect (Cargo Services),"Degree in Engineering, Computer Science or Information Technology or equivalent.You will define, develop, streamline and integrate various Digital modules and…",North-East Singapore,SATS,
709,Solution Architect Consultant,"Big Data and Artificial Intelligence domain specific product experience.Master/Bachelor Degree or equivalent experience in Computer Science, Engineering or any…",Singapore,Ren Pte Ltd,"$6,000 - $9,000 a month"
710,Legal Engineer,"At least 3 years of experience in legal services, data analytics, system engineer or similar role preferable;Data extraction, cleaning and report building;",Singapore,Rajah & Tann Technologies Pte Ltd,
711,Technical Architect,"Bachelors or Masters degree in Computer Science, Software Engineering or a related field.Right from the start, we need to understand and appropriately position…",Singapore,Vlocity,
712,Genomics Big Data Architect (18 mth contract),Your expertise in delivering large scale system integration projects along with your knowledge of big data storage as well as bioinformatics data would be…,Singapore,Kerry Consulting,
713,Data Engineer,Working with data analyst on initiatives to provide dash boards for important and useful real-time data in a user friendly presentation.,Singapore,Command Group,
714,Solution Architect,"Experience in implementation of *Azure Data Analytics Platform transforming structured data and unstructured data from multiple O2O sources, IoT and social…",East Singapore,Transcendent Business Services,"$6,000 - $8,000 a month"
715,Project Manager,"Working with the sales team to ideate, architect and propose ideas to clients.Asking targeted questions that will allow you to gather critical data, craft…",Singapore,2359 Media,"$3,600 - $4,500 a month"
716,User Experience (UX) Manager,"8+ years of experience as a ux designer, information architect, ux researcher, or similar.As the world’s number 1 job site, our mission is to help people get…",Singapore,Indeed,"$140,000 - $180,000 a year"
717,IT Project Manager,"Manage integration of various components of the project including hardware, software installation, testing, business process review, redesign, application…",Singapore,JJ Consulting Services,
718,Senior Solution Architect,We are seeking elite Senior Solution Architect / Senior Presales Engineers with a passion for Identity Management / Access Management (IDM / IAM) solutions.,Singapore,ForgeRock,
719,Software Architect,Understanding of various serial data transfer methods e.g. asynchronous serial (e.g.At Zimplistic we are looking for a Software Architect & Manager to lead the…,Singapore,Zimplistic Pte Ltd,"$8,000 - $11,000 a month"
720,Senior Software Engineer - Mobile Application,"Knowledge of Data structures and Algorithms.Develop, build, test and maintain mobile applications.Work closely with the system architects, UX / UI Designers…",Singapore,IAMPLUS Electronics India Pvt Ltd,"$4,000 - $6,500 a month"
721,Enterprise Solutions Architect,"As an Enterprise Solutions Architect, you will:Amplitude is the world's #1 product intelligence platform– we empower teams to use customer data to build great…",Singapore,Amplitude,
722,"Senior Data Engineer, SEA and Oceania region",Have a passion for data analysis and delivering data solutions to help others make faster data driven decisions.Are you excited to take on big data challenges?,Singapore,Finest People,
723,Lead Wireless Architect (CCIE),"Degree in Computer Engineering / Computer Science / Information Systems from a recognized institution.Our Client is an established company in Singapore, who is…",Singapore,JJ Consulting Services,
724,Solution Architect: Supply Chain Focus,"Do you have a passion for data, multi-dimensional modeling and data integration?Participate in data integration and migration solutions.",Singapore,Anaplan,
725,"Solution Architect, Communications","Bachelor's or Master's degree in Computer Science, Software Engineering, Business or a related field.Vlocity is a leading provider of industry-specific cloud…",Singapore,Vlocity,
726,Solutions Lead,Through detailed data analysis build solutions and generate business insights.With a mission “to help organizations build capabilities to solve business…,Singapore,Sankey Solutions,"$2,000 - $4,000 a month"
727,Principal Engineer/Architect,"Excellent understanding of computer science fundamentals, data structures, and algorithms.Deep experience building data processing pipelines.",Singapore,Beam,
728,Principal Architect (Platform),"Bachelor's degree in Computer Science, Computer Engineering or Information systems.Looking ahead, Circles.Life plans to further leverage its telco technology,…",Singapore,Circles.Life,
729,Solutions Architect (Singapore),"OAuth 2.0), data integrations (e.g.You were previously an engineer).In this role as a solutions architect, you will work closely with Ascenda teams …",Singapore,Ascenda Loyalty,
730,Automation Architect (TOSCA),Designing methods for the creation of test data.We are looking for a Automation Architect (TOSCA) for a permanent role for one of our client based in Singapore…,Singapore,Aryan Search Pte Ltd,"$6,500 - $7,500 a month"
731,Pre-Sales and Solution Architect - Singapore,"The Solutions Architect will be an active leader in Research & Analysis and Design & Development projects.Develop specifications for technical requirements,…",Singapore,DALET,
732,Architect (Platform),"Bachelor's degree in Computer Science, Computer Engineering or Information systems.Looking ahead, Circles.Life plans to further leverage its telco technology,…",Singapore,Circles.Life,
733,Acoustics Consultant,"You will also provide acoustical simulation data and perform ISO and ASTM standard testing.Bachelor’s degree in Acoustical Engineering, Acoustical Science,…",Singapore,Auralcon Pte. Ltd.,"$3,000 a month"
734,Application Architect,"Application Architect, Java, .NET, Python, Perl, Computer Science.A degree in Computer Science.Strong knowledge of cyber security including application design…",Singapore,Hays,"$11,000 a month"
735,Presales Solution Architect,& Expertise in SAP Data Management.What you will do Your team.You are translator with ability to present and talk not only about the translation.,Singapore,DATAVARD,
736,Senior Software Engineer C3,"Degree in Computer Science, Computer Engineering or Information Technology.Work closely with software architect and other team members within the software…",Singapore,Combuilder Pte Ltd,"$4,500 - $5,500 a month"
737,Integration Consultant,"As an Integrations Engineer at Partnerize, You Will:Experience consulting with stakeholders to architect complex solutions with a focus on increased…",Singapore,Partnerize,
738,Sr. Solutions Architect,Solutions Architect in our Solutions Architect organization.Degree in Computer Science or equivalent 10+ years of experience.What are we looking for?,Singapore,NTT Ltd,
739,Hybris Commerce Architect,"8 + years experience in Hybris foundational concepts and has experience and knowledge of multi-channel, multiple site, multi-tenant scenarios, also has…",Singapore,Aryan Search Pte Ltd,"$84,000 - $108,000 a year"
740,Head of Infrastructure and SRE,"Keep the overall platform, systems, data and information secure in applying best practices and techniques.Work closely with the rest of the Engineering team to…",Singapore,DT One,
741,Software Development Engineer - R&D (Cloud Computing),Ability to architect distributed systems.Architect and build Cloud Operating System.Strong in data structures and algorithms.,Singapore,Semut Technologies PTE Limited,"$4,000 - $5,000 a month"
742,Lead Data Architect - DWH for a permanent full time role,Client seeks an individual with a good mix of technical and project leadership skills to serve as the Lead Data Architect.ARYAN SEARCH PTE LTD / LICENSE NO.,Singapore,Aryan Search Pte Ltd,"$130,000 - $200,000 a year"
743,Senior Full Stack Engineer - Singapore,"Architect, design, implement, test and deliver highly scalable products.Expert knowledge of data modeling, relational databases, and server-side logic (mySQL,…",Singapore,Zinier,
744,Senior Network Operation Engineer - Banking - Singapore,Assist Architect team on new infrastructure implementations.Network monitoring tools on data & security infrastructure:,Singapore,Keyrus South East Asia,
745,Required Solutions Architect-6 Months Contract,"Data modelling and database design experience in both SQL and NoSQL databases.As a solution architect, you are responsible for designing software solutions to…",Serangoon,Path Infotech Ltd,"$7,000 a month"
746,Sales/Solution Architect - Singapore,"Analytical skills for reviewing and understanding customer and industry data.Strong knowledge of data models, relational database methodology, process flows…",Singapore,Zinier,
747,Customer Solutions Manager - Singapore,"7+ years of experience in Enterprise Technology (SaaS, API, Video, Cloud, Storage, Data or Security).Now a Vonage company, Nexmo is an emerging leader in the …",Singapore,Vonage,
748,Head of Engineering,"Design, build, deliver and run the engagement's, platform's and/or product's required architecture (ie development, operations, execution, data, application,…",Singapore,Liberty Insurance Pte Ltd,
749,Director – Customer Success Management,"By submitting your application for this job, you are authorizing MatchMove to a) collect and use your personal data, and to disclose such data to any third…",Singapore,MatchMove Global Pte Ltd,
750,Temenos T24 Technical Solution Architect and Technical Leads...,"Participate in the successful development and execution of testing, data migration, integration and cutover plans and execution.",Outram,Marall Services,
751,Solution Architect Product Master Data Management,Solution Architect- Product Master Data Management.Experience in consulting companies as a solution architect for MDM and/or PIM implementation is an advantage…,Singapore,Aryan Search Pte Ltd,"$96,000 - $144,000 a year"
752,Solution Architect (Enterprise Applications),Must possess excellent data modelling and SQL skills.Proven working experience with enterprise-level applications is required.What you'll need to succeed.,Singapore,Hays,"$8,500 a month"
753,Major Account Executive (ASEAN - Thailand),"The ability to leverage the partner community, architect solutions and reach into a well-established network is required elements for future success.",Singapore,ForgeRock,
754,Senior Enterprise Architect,Our engineering team is looking for a Technical Architect with 7+ years of experience.The Technical Architect leads pre-sales and consultative engagements with…,Singapore,Tookitaki Holding PTE LTD,
755,"Technical Team Lead (IoT, AI, Cloud and 5G)","Responsible for the project solution architect, technology innovation, development and deployment and, landscape mapping of emerging technologies.",Singapore,Experis Singapore,"$8,000 - $12,000 a month"
756,Admin cum Finance Officer/Executive,"14 AL + Dental & Medical benefits.Data entry for receipts, payments and journal entries.Basic + AWS (depend on company and personally performance).",Singapore,Transcendent Business Services Pte Ltd,
757,Professional Services Director - APAC,"From our calculation engine and in-memory data store, to apps and predictive analytics;Anaplan is hiring a PROFESSIONAL SERVICES DIRECTOR based in the…",Singapore,Anaplan,
758,"Software Engineer, Rails",Architect and build backend APIs that interact with our mobile applications.Strong Computer Science background with understanding of the principles of modern…,Singapore,Burpple,
759,SAP FICO Functional Consultant,"Completion of the data migration activities to enable system implementation.Requirements, test cases/scripts, training materials, cutover task lists and data…",Singapore,Panasia,
760,Enterprise Architect,"MS Dynamics, SAP), Big Data Analytics (e.g.Cloud Migration, Data Centre consolidation, Technology Refresh, Disaster Recovery.SAP BW, SAS, Power BI).",Singapore,SearchElect,
761,Senior Software Engineer,"BS, MS, or PhD in Computer Science or similar technical field.You will analyse requirements, design and architect solutions, implement your solutions, request…",Singapore,Pocketmath,"$96,000 - $121,000 a year"
762,"Senior Executive for Analytics and Insights, Account Strateg...",3+ years of experience as a campaign strategist or analyst.Knowledge of audience segmentation from data management platforms would be an added advantage.,Singapore,AnyMind Group,
763,Head of Technology,"PhD in Computer Science, Information Technology, or any other related field.Excellent logical reasoning skills and deep understanding of data structure and…",Singapore,Janio Technologies Ltd,
764,Backend Developer (Ruby on Rails),"Integrate data from various back-end services and databases.Ability to architect new schemas, as well as maintain and improve performance of existing ones.",Singapore,Invictus International School (Singapore),"$4,500 - $6,000 a month"
765,Risk & Analytics Manager,"Define, along with the Data Science team models to be implemented.Experience leading and managing pre-sales engineer, solutions architect, or technical…",Singapore,LenddoEFL,
766,Senior Business Development Manager,"Reporting directly to the Executives, our ideal candidate will be a self-starter and creative problem solver with a passion for data.",Singapore,Castlery,"$65,000 - $100,000 a year"
767,VP of Technology,You will be the leading architect who drives the technology roadmap towards success.To be successful you will have advanced Degrees in Computer Science or…,Singapore,Cobalt Recruitment,"$250,000 - $300,000 a year"
768,Solution Architect Lead,"Degree / Master in Computer Science, Computer Engineering, or equivalent.5 years experience with service oriented architecture, data modeling and database…",Singapore,Career Edge Asia Pte Ltd,"$7,000 a month"
769,Robotic Process Automation Project Intern,"The Robotic Process Automation Project (RPA) Intern assists in defining the use case requirements, recoding of repetitive tasks performed through keyboard and…",Queenstown,CTC Global Pte Ltd,
770,Junior Automation Engineer,"Bachelor's degree in Computer Science or Engineering.Good knowledge of data structure and algorithms.Our Client, one of the world’s largest managed Network &…",Singapore,Olive Tree search,
771,Solution Architect (Infrastructure & Managed Services),"Architect certification preferred ( Open community).Solutions Architect (Infrastructure & Managed Services, Outsourcing).",Singapore,JonDavidson Pte. Ltd,
772,Lead Solution Architect,Solid understanding of RDBMS data models.We are hiring for the position of Lead Solution Architect for one of our reputed client based out at Malaysia.,Singapore,Aryan Search Pte Ltd,
773,Senior Domain Architect - Group Banking Technology,"An understanding of all domains of Enterprise Architecture, including the business, data, application, infrastructure and security domains.",Singapore,Spinwell Global,
774,Cloud Solution Architect (Depot Road) - (EO-ANC191021 012/01...,"Providing design expertise on enterprise level data architecture & data models.As a Cloud Solution Architect, you will be responsible for the following:",Singapore,Xcellink Pte Ltd,"$80,000 - $100,000 a year"
775,Hiring for the position of Lead Solution Architect,Solid understanding of RDBMS data models.We are hiring for the position of Lead Solution Architect for one of our reputed client in to Banking based out at…,Singapore,Aryan Search Pte Ltd,
776,Senior SAP MM Consultant,Plan and define the data migration requirements as well as oversee the successful completion of the data migration activities to enable system implementation.,Singapore,Dezire Technologies Pte Ltd,"$6,000 - $9,000 a month"
777,Principal Solutions Architect - Finance Cloud,"10+ years of implementation experience of which 4+ years as application architect.Working experience with Oracle Cloud File Based Data Import, REST APIs and…",Singapore,XiBOSS Corporation,
778,Junior Automation Engineer,"Bachelor's degree in Computer Science or Engineering.Good knowledge of data structure and algorithms.Our Client, one of the world’s largest managed Network &…",Singapore,Olive Tree International Services,
779,Software Engineer (Automation),Architect platforms for streaming of sensor data into larger simulation infrastructures.Degree in Computer Science or Mathematics or anything relevant.,Singapore,Xpand Group,
780,TM1 Consultant,"Documentation of data flow in Turbo Integrator processes into planning applications.Strong development experience in TM1 Perspectives, Architect, TM1 Web and…",Singapore,Beecruit Pte Ltd,
781,DevOps System Administrator,"Ensure that all cloud solutions follow security and compliance controls, including data sovereignty.BTO’s DevOps SysAdmins are expected to design, build and…",Singapore,BetterTradeOff Pte Ltd,
782,UX Designer,"Ability to simultaneously execute multiple roles individually, including Business Analyst, UI/UX designer, Data analyst etc.With our client in “Singapore”.",Singapore,Power IT Services,
783,Technical Account Manager,"Examining packet capture data and engaging one of our carriers to resolve a one-way audio issue in Germany, providing advice to a customer whose web server is…",Singapore,Twilio,
784,"Director, Systems & Architecture","Degree in IT, Computer Science.The technology architecture will be the foundation to support various digitalization, application and data computing environment…",Singapore,Quinnox Solutions,
785,"Director, Systems & Architecture","Degree in IT, Computer Science.The technology architecture will be the foundation to support various digitalization, application and data computing environment…",Singapore,Qinnox,
786,Sr. Recruiter,Monitor resource assignments and timesheet data to ensure accuracy of utilization forecast.Experience recuriting skill set such as Consulting Systems Engineers…,Jurong,Matchpoint Solutions,
787,Associate (Civil & Structural),Working towards Chartership/PE or a certified PE/Chartered Engineer.A multi-disciplinary engineering practice with global footprints is looking to hire a…,Singapore,Archer Recruitment Pte Ltd,
788,Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
789,Temenos T24 Functional Solution Architects and Senior Consul...,"Lead successful development and execution of testing, data migration, integration and cutover plans and execution.Develop and manage project plans.",Outram,Marall Services,
790,Technical Manager,"Architect, design and deliver system given the specifications and requirements.Possess at least a Degree or Diploma in computer science, engineering, or IT…",Singapore,KNOREX,"$51,000 - $75,000 a year"
791,GIS Tech Lead,"Should have experience of at least 3 end-to-end implementation as GIS consultant & Architect.Should have experience of implementation of GIS DB, GIS data…",Singapore,COMPIT Consultants,
792,Senior/Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
793,"SALES MANAGER, ARCHITECTURAL SOLUTIONS/GLASS","All personal data supplied will be treated in confidence, and as permitted by law.For further queries, visit our website which comprehensively shares our…",Singapore,BAYES Recruitment Pte Ltd,
