,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
975,eCommerce Analyst,"You will be working to utilise the vast data sets to analyse customer journey from the website click-throughs to product delivery using tools such as Excel, SQL…",Hertfordshire,Metrica Recruitment,"£28,000 - £32,000 a year",Rest of UK,30000.0,0,1,0,0,0
976,Delivery Planning Analyst,As a Delivery Planning Analyst you would be utilising substantial datasets in order to provide insights that will help to ensure the efficient and profitable…,Hertfordshire,Metrica Recruitment,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
977,MI Analyst,"A day in the life of an MI Analyst at Guidant Global includes….We're looking for an MI Analyst to be based on-site in Luton, Capability Green with free onsite…",Luton,Guidant Global,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
978,Commerical Pricing Analyst,"Someone who can analyse and manipulate data.As an experienced Analyst, we are looking for:Someone who can collate, record and present data.",Stevenage,Tate,"£25,000 - £28,000 a year",Rest of UK,26500.0,0,1,0,0,0
979,Service Desk Support,"Capture and report on Incident & Work Order data to improve team performance against KPIs.The main purpose of the analyst role is to provide advice, assistance…",Hertford,Hertfordshire County Council,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
980,SAP IT Analyst,"Capture and report on Incident & Work Order data to improve team performance against KPIs.Delivering services which are of the highest-quality, effective,…",Hertford,Hertfordshire County Council,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
981,Interim IT Data Integrity Analyst,"Review and analysis of data to protect company data reserves.Experience with data analysis, quality, data cleansing, extraction & validation tools.",Stevenage,CK Group,"£42,000 a year",Rest of UK,42000.0,1,1,0,0,1
982,Data Administrator,Data and MI Analyst – Benefits Offered.Data Administrator – Required Skills and Experience.Are you confident in Excel with the ability to use pivot tables to…,Letchworth,Lawrence Dean Recruitment,"£21,000 - £24,000 a year",Rest of UK,22500.0,0,1,0,0,0
983,Pricing Analyst,"Collate, record and present data.Research and capture competitor pricing data.Who can analyze and manipulate data.Rate // £30,000 - £35,000 per annum.",Stevenage,Autotech Recruit,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
984,"Support Analyst (Integra, SQL, ISQMS)","Correct data via SQL scripts.Responsibilities for the Support Analyst (Integra, SQL, ISQMS).Requirements for the Support Analyst (Integra, SQL, ISQMS).",Letchworth,Ampersand Consulting,"£30,000 - £38,000 a year",Rest of UK,34000.0,0,1,0,0,0
985,Disability Analyst,For information on how your data for job applications will be processed and stored with Ascenti please visit our website here: www.ascenti.co.uk/recruitment…,Luton,Ascenti,"£32,000 a year",Rest of UK,32000.0,0,1,0,0,0
986,Finance Analyst,Providing performance analysis on business data to support business decision making.A day in the life of a Finance Analyst at Guidant Global includes….,Luton,Guidant Global,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
987,Insight Supply Analyst,Fantastic training and progression opportunities amongst an established data analytics team.An ability to commercial understand data and produce key strategic…,Hertfordshire,Harnham,"£32,000 - £40,000 a year",Rest of UK,36000.0,1,1,0,0,0
988,Technical Architect,"The successful Technical Architect will be working with a multi-disciplinary team including business analysts, delivery managers and developers.",Luton,Understanding Recruitment,"£85,000 a year",Rest of UK,85000.0,1,1,0,0,0
989,Information Security Analyst,Supporting Data Protection activities as required.As an Information Security Team Leader you will be responsible for:,Hertfordshire,Harnham,"£45,000 - £50,000 a year",Rest of UK,47500.0,1,1,0,0,0
990,Technical Web Analyst,"Key responsibilities of the Technical Web Analyst will include but are not limited to: As a Technical Web Analyst you will be responsible for building, testing…",Luton,Ascendant Recruitment,"£40,000 a year",Rest of UK,40000.0,1,1,0,0,0
991,Senior Technology Delivery Manager (Data),Management of in-house data delivery team members including Business Analysts and Data Architects.Solid understanding of Big Data and Business Intelligence…,Hertfordshire,TechNET IT Recruitment Ltd,"£80,000 - £95,000 a year",Rest of UK,87500.0,1,1,0,1,0
992,Regulatory Analyst (Economist),"Maintain key airport cost databases and benchmarking data.Analyse charges proposals, airport financial data and investment plans.",Luton,Michael Page UK,"£40,000 - £55,000 a year",Rest of UK,47500.0,1,1,0,0,0
993,Revenue Analyst - 6 Month FTC,"Excellent communication skills; ability to summarise data in a concise manner.Up to £25,000 pa (DOE).The role will initially be based in Watford however is…",Luton,Interaction Recruitment,"£22,000 - £25,000 a year",Rest of UK,23500.0,0,1,0,0,0
994,Finance Analyst,Be confident in presenting data and findings.Presenting budgets and data to managers within the department.The key roles and responsibilities for the Finance…,Luton,Page Personnel - UK,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
995,Project Manager - Project Analyst (Telecoms),"O Experience in a project coordinator, PMO, Project analyst or similar role.Specific experience required for this role is within as many as the following as…",Hatfield,myfuturerole.com,"£26,000 - £32,000 a year",Rest of UK,29000.0,0,1,0,1,0
996,Analyst Support Administrator - 6 month contract,"To be considered for this role you should be someone who is a self-motivated, ambitious analyst with strong analysis, data manipulation and report writing…",Welwyn Garden City,gap personnel,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
997,Forecast Planning Analyst,"With a high volume of data points, you will be responsible for Deep Data Analysis and reporting.Forecast Planning Analyst - St Albans.",Hatfield,Wade Macdonald,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
998,Finance Analyst - Hyperion - Consumer Goods,Finance Analyst - Consumer Goods - Hertfordshire.Reporting of financial and non-financial data.Continual review and improvement in the use of Hyperion to…,Hertfordshire,Handle Recruitment Ltd,"£30,000 - £45,000 a year",Rest of UK,37500.0,1,1,0,0,0
999,TRADING INSIGHT/ANALYTICS MANAGER | FTSE100 ECOMMERCE RETAIL...,"4 years’ plus experience as an analyst.Proven experience of data mining using SQL.Trading Insight Analysts are required to extract, manipulate and analyse…",Hatfield,Elizabeth Norman International,"£42,000 - £60,000 a year",Rest of UK,51000.0,1,1,0,1,0
1000,Technical Architect (.NET),"Have good working relationships with development team, Enterprise architects, business stakeholders and wider IT function.> Customer and Shareholder Value.",Luton Airport,Advantage,"£70,000 - £80,000 a year",Rest of UK,75000.0,1,1,0,0,0
1001,PeopleSoft Developer,"Collaborate with internal users, Business Analysts, project team members and IT SMEs to define detailed customer requirements and any system interfaces.",Central Belt,Be-IT Resourcing,"£50,000 a year",Rest of UK,50000.0,1,1,0,0,0
1002,Data Analyst/Developer,"As part of the Data Development Team in the IT Department, the Data Analyst / Developer will manage, analyse and report on data supporting Dimensions’ business…",Theale,Dimensions UK Ltd,"£31,000 a year",Rest of UK,31000.0,0,1,0,0,0
1003,Test Analyst,"Strong experience testing data exchanges/schemas.Manage Test Environments and Test Data (dummy and Live).You will be joining our busy IT Team, where you will…",Twyford,Charity Link,"£35,000 - £38,000 a year",Rest of UK,36500.0,1,1,0,0,0
1004,Data Analyst,The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:Graduate Data Analyst: What we’re looking for.,Reading,Pareto Law,"£32,250 a year",Reading,32250.0,0,1,0,0,0
1005,Business Analyst,Ensure global product data integrity throughout our systems through managing global data tables and monitoring product level accuracy and completeness.,Reading,MarkJames Search,"£30,000 - £35,000 a year",Reading,32500.0,0,1,0,0,0
1006,MSK Physiotherapist,"Split role opportunities where you can combine a Disability Analyst role alongside our physiotherapy roles.By submitting your application, you are confirming…",Reading,Ascenti,"£22,500 - £36,000 a year",Reading,29250.0,0,1,0,0,0
1007,Senior Data Management Analyst,Validates and ensures data override requests conform to Invesco’s Data Standards; conducts research/analysis and escalates data standard concerns to appropriate…,Henley on Thames,Invesco,"£50,000 a year",Rest of UK,50000.0,1,1,0,1,0
1008,IT Delivery and Financial Data Management Analyst,Job Title_ IT Delivery and Financial Data Management Analyst.Good analytical skills with the ability to analyse large data sets.Are you right for the role?,Reading,Virgin Media,"£35,000 - £45,000 a year",Reading,40000.0,1,1,0,0,0
1009,Business Analyst,"You will be a skilled business intelligence practitioner, with commercial experience in data aggregation, data cleaning, manipulation and visualisation•…",Reading,Care UK Healthcare,"£38,000 a year",Reading,38000.0,1,1,0,0,0
1010,Business Analyst,"Business analyst: 1 year (Preferred).Interpreting data about company policies and workflows.Understand Strategic Planning, Data Analysis and Business Model…",Reading,PIE,"£40,000 a year",Reading,40000.0,1,1,0,0,0
1011,BI Analyst,"Design data purchasing strategy accordingly, manage contracts, monitor for new data sources and update accordingly, manage efficient relations with Affiliates…",Reading,Robert Half United Kingdom,"£65,000 a year",Reading,65000.0,1,1,0,0,0
1012,Data Analyst – CRM,"As a Data Analyst, you will be responsible for providing data support by running data analysis and data reporting, system development, as well as running the…",Reading,Cute Resource,"£20,000 - £25,000 a year",Reading,22500.0,0,1,0,0,0
1013,Data And Application Analyst-READING,The key skills required are previous work experience in: SQL Implementation of technologies Data extraction.You will develop and maintain vendor relationships…,Reading,Brook Street,"£32,000 a year",Reading,32000.0,0,1,0,0,0
1014,Data Analyst,"Data Analyst - 30k - 40k - Bracknell, Berkshire.Extracting, gathering and analysing the data in order to provide the dialogue for data models.",Wokingham,Wade Macdonald,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1015,Investment Analyst,"For full information on how we use your data, please visit the IDEX Consulting website and view our Privacy Policy.",Reading,IDEX Consulting,"£30,000 - £35,000 a year",Reading,32500.0,0,1,0,0,0
1016,Business Analyst,We are currently seeking a dynamic and customer-centric Business Analyst to join our Service Development Team within the Wholesale Market Services department …,Reading,Thames Water Utilites,"£45,000 - £50,000 a year",Reading,47500.0,1,1,0,0,0
1017,Advert Operations & Programmatic Analyst,"Excellent MS Office ability, data manipulation (pivot tables, formulas, vlookups, etc.),.Use internal tools to gather audience data, competitive insights, ad…",Twyford,PCR Digital,"£35,000 - £45,000 a year",Rest of UK,40000.0,1,1,0,0,0
1018,Business Intelligence Analyst,"Familiarity with data cleansing processing and cleaning.Responsibilities of the Business Intelligence Analyst (MSSQL, SSIS, SSRS, ETL).",Reading,Ampersand Consulting,"£40,000 - £45,000 a year",Reading,42500.0,1,1,0,0,0
1019,Senior Commercial Analyst,"As a Commercial Business Analyst, your time will predominantly be split between data analytics, supporting sourcing managers with market analysis, and…",Reading,Thames Water Utilites,"£39,000 - £45,000 a year",Reading,42000.0,1,1,0,1,0
1020,Disability Analyst,For information on how your data for job applications will be processed and stored with Ascenti please visit our website here: www.ascenti.co.uk/recruitment…,Theale,Ascenti,"£32,000 a year",Rest of UK,32000.0,0,1,0,0,0
1021,Business Operations And Program Manager,"Business and Operations Analyst Role Purpose.Data management for resources onboarding, offboarding, qualifier management.",Reading,Brook Street,"£33,456 a year",Reading,33456.0,0,1,0,1,0
1022,Data Analyst,"Data Analyst (DSL – Definitive Software Library) - Bracknell.Due to the ever-evolving landscape of the commercial software environment, it is the…",Bracknell,Robertson Sumner,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,0,0
1023,Commercial Business Analyst,"Educated to degree level, ideally in an Engineering, Science or Business related subject.Demonstrable experience in an analytical role where insights have been…",Reading,Deltra,"£40,000 - £50,000 a year",Reading,45000.0,1,1,0,0,0
1024,Business Intelligence Analyst,"Previous experience in a data analyst position.BI, Analyst, Data, Excel, Financial, Non financial, SAP Business Objects, Reporting, Reports, Microsoft Office,…",Reading,GCS Recruitment Specialists Ltd,"£32,000 - £35,000 a year",Reading,33500.0,0,1,0,0,0
1025,Insight Analyst,Available to support immediate ad hoc data and insight requests.The CGD Manufacturing department works with nationally recognised FMCG suppliers with household…,Bracknell,IRI UK,"£23,000 a year",Rest of UK,23000.0,0,1,0,0,0
1026,Senior Business Intelligence Analyst,"Familiarity with data cleansing processing and cleaning.Work closely with key stakeholders (customers, internal departments and other external businesses),…",Reading,Ampersand Consulting,"£45,000 - £50,000 a year",Reading,47500.0,1,1,0,1,0
1027,Senior Data Analyst,"Creating effective data visualisations in order to convey information and improve data literacy.Senior Information Analyst - Bracknell, Berkshire.",Bracknell,Wade Macdonald,"£55,000 - £65,000 a year",Rest of UK,60000.0,1,1,0,1,0
1028,Test Analyst (Pension/ Flexibility/Travel),"Test Analyst Main Duties & Responsibilities.Define appropriate test cases, scripts and data.Effective interaction with the business users and development…",Reading,Ampersand Consulting,"£30,000 a year",Reading,30000.0,0,1,0,0,0
1029,BI Analyst,"BI Analyst, Business Intelligence Analyst, Reporting Analyst, BI Developer.Strong analytical skills including ability to identify key data sources and utilize…",Reading,Michael Page UK,"£40,000 - £50,000 a year",Reading,45000.0,1,1,0,0,0
1030,Finance Analyst,"Finance Analyst - Reading - Circa £45,000 per annum.Finance Analyst - Reading - Circa £45,000 per annum.Wade Macdonald are currently supporting a fantastic…",Reading,Wade Macdonald,"£42,000 - £48,000 a year",Reading,45000.0,1,1,0,0,0
1031,AQUATOR Water Resources Systems Modeller,"We are applied hydrologists and water engineers, specialising in the collection and analysis of hydrological and environmental data and in the provision of…",Reading,HydroLogic,"£27,000 - £45,000 a year",Reading,36000.0,1,1,0,0,0
1032,Business intelligence analyst,"Familiarity with data cleansing processing and cleaning.Excellent knowledge of data backup, recovery, security, integrity and SQL.",Reading,Capita IT Resourcing,"£35,000 - £37,500 a year",Reading,36250.0,1,1,0,0,0
1033,Business Analyst - Strategic Transformation,"Business Analyst - Strategic Transformation (IIBA BCS).Experience in Business Analyst role in complex, professional services environment.",Bracknell,Client Server,"£50,000 - £55,000 a year",Rest of UK,52500.0,1,1,0,0,0
1034,MicroStrategy Consultant,"The MicroStrategy Consultant / Business Intelligence Analyst will have the following experience:In this varied role, you’ll be ensuring that the right…",Reading,CV Screen,"£50,000 a year",Reading,50000.0,1,1,0,0,0
1035,Senior Information Analyst,"Creating effective data visualisations in order to convey information and improve data literacy.Senior Information Analyst - Bracknell, Berkshire.",Bracknell,Wade Macdonald,"£55,000 - £65,000 a year",Rest of UK,60000.0,1,1,0,1,0
1036,Demand Planner / Business Analyst,Specific duties of the Demand Planner / Business Analyst include:Demand Planner / Business Analysts should meet the following criteria;,Reading,Barclay Meade,"£30,000 - £35,000 a year",Reading,32500.0,0,1,0,0,0
1037,Automation Test Analyst,This includes the set-up of the software being tested and populating or configuring test data.ERP Tech Solutions Ltd - Reading.,Reading,ERP TECH SOLUTIONS,"£40,000 a year",Reading,40000.0,1,1,0,0,0
1038,Asbestos Consultant (Surveyor/Analyst),Experience of TEAMS software data collection desirable but not required.We are not going to overload you here with role requirement bullet points about…,Reading,Enquin Environmental,"£28,000 - £32,000 a year",Reading,30000.0,0,1,0,0,0
1039,Configuration Management Manager, Awareness of the SID (Shared Information Data) model. Excellent understanding of the ‘out of the box’ CDM (Common Data Model).Are you right for the role?,Reading,Virgin Media,"£70,000 a year",Reading,70000.0,1,1,0,1,0
1040,Senior business intelligence analyst,"Familiarity with data cleansing processing and cleaning.Excellent knowledge of data backup, recovery, security, integrity and SQL.",Reading,Capita IT Resourcing,"£40,000 - £45,000 a year",Reading,42500.0,1,1,0,1,0
1041,Medical Sales Manager,"Leading the planning and execution of analysis to derive organisational and commercial recommendations based on ROI models from attained data sources, with the…",Reading,Clinical Professionals,"£90,000 - £94,000 a year",Reading,92000.0,1,1,0,1,0
1042,Finance Analyst,The key responsibilities for the Finance Analyst shall include:This role offers a fantastic opportunity for a Finance Analyst to complete a three month…,Wokingham,Page Personnel - UK,"£23,000 - £25,000 a year",Rest of UK,24000.0,0,1,0,0,0
1043,Global Medical Sales Strategy Director,"Leading the planning and execution of analysis to derive organisational and commercial recommendations based on ROI models from attained data sources, with the…",Reading,Clinical Professionals,"£110,000 - £111,500 a year",Reading,110750.0,1,1,0,0,0
1044,IT Apprenticeship Manager,"IT and Telecoms, Software Developer, Network Engineers, Cyber, Data Analyst, IT Technical Sales, Digital Marketing.Competitive Salary up to £38,000.",Reading,Pertemps Network Group,"£35,000 - £38,000 a year",Reading,36500.0,1,1,1,1,0
1045,EDI Middleware Consultant,Working with the WMS Analyst and Administrators to understand system requirements for Third Party Logistics functionality.Able to use own initiative.,Reading,Proactive.IT Appointments,"£40,000 - £60,000 a year",Reading,50000.0,1,1,0,0,0
1046,Senior Cyber Threat Hunter,Senior Incident Response & Threat Hunting Analyst.Currently working with a global TMT firm who are looking for a Senior Incident Response and Threat Hunting…,Reading,Lawrence Harvey,"£60,000 - £75,000 a year",Reading,67500.0,1,1,0,1,0
1047,Learner Support Coach/Assessor,""" IT and Telecoms, Software Developer, Network Engineers, Cyber, Data Analyst, IT Technical Sales, Digital Marketing.Competitive Salary up to £28000.",Reading,Pertemps Network Group,"£25,000 - £28,000 a year",Reading,26500.0,0,1,0,0,0
1048,Lead Java Developer,Business Intelligence (BI) / Data Warehousing.Lead Java Developer needed for permanent career opportunities located Reading.Start ASAP ideally in Feb 2020.,Reading,Syntax Consultancy Limited,"£60,000 - £70,000 a year",Reading,65000.0,1,1,0,1,0
1049,Interim Risk Analyst - Fixed term contract,"Job Role: Analyst, Risk Strategic Development - MI Team (Fixed Term Contract until July).Good communication skills with the ability to present data to a non…",Edinburgh,TSB,"£25,000 - £29,460 a year",Edinburgh,27230.0,0,1,0,0,1
1050,Data Analyst,Full details for the Data Analyst role is available on application.FINTEC recruit is seeking a Data Analyst for our client in the Fintech sector based in…,Edinburgh,FINTEC recruit,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,1,0,0,0
1051,Data Management Analyst,"O Ability to define and execute data profiling scripts to enable the establishment of baselines for data quality, completeness and data characteristics.",Edinburgh,Outsource UK,"£38,000 - £48,000 a year",Edinburgh,43000.0,1,1,0,0,0
1052,Insider and DLP Operations Analyst,"You'll also support with other Insider and Data Loss Prevention activities across the team and act as a point of reference for information, procedural advice &…",Edinburgh,Lloyds Banking Group,"£24,750 - £27,500 a year",Edinburgh,26125.0,0,1,0,0,0
1053,Assistant Statistician,"Experience of data management, using statistical skills to meet business needs and maintaining professional knowledge.Sift - 31st January - 24th February.",Edinburgh,The Scottish Government,"£29,759 - £34,087 a year",Edinburgh,31923.0,0,1,0,0,0
1054,Business Analyst (Data),This is a huge data project so you will need to be a real specialist in data from an analysis perspective and have a real interest in managing data requirements…,Edinburgh,Vertus Partners,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,1,0,0,0
1055,Business Analyst,"As Chapter Lead, you’ll lead a team of Business Analysts as a line manager, supporting them to grow and develop.Design best in class multi-channel experience.",Edinburgh,Lloyds Banking Group,"£54,300 - £72,400 a year",Edinburgh,63350.0,1,1,0,0,0
1056,Security Monitoring Analyst,"Head Resourcing are recruiting a Security Monitoring Analyst for a global client based in Edinburgh city centre.Excellent salary, benefits and flex working.",Edinburgh,Head Resourcing Limited,"£35,000 - £40,000 a year",Edinburgh,37500.0,1,1,0,0,0
1057,Lead Business Analyst,"As a Lead Business Analyst, you’ll support the Lab Product Owner to understand business problems, critically evaluating business ideas from a customer and a…",Edinburgh,Lloyds Banking Group,"£48,771 - £54,190 a year",Edinburgh,51480.5,1,1,0,1,0
1058,Business Analyst,We are looking for a Business Analyst to join our Transformation & Change team in Edinburgh.Work with business stakeholders to ensure documented business…,Edinburgh,Diligenta,"£35,369 a year",Edinburgh,35369.0,1,1,0,0,0
1059,Senior Data Analyst,Senior Data Analyst - Highly technical complex environment.Key requirements for the Senior Data Analyst:Solid experience of data mining and data extraction on…,Edinburgh,Informatiq Consulting,"£46,000 a year",Edinburgh,46000.0,1,1,0,1,0
1060,Senior Analyst- Data Management,"Senior Analyst (Business) - Data Management (Edinburgh) £38,000 plus benefits.Head Resourcing are working with a well-known Bank in Edinburgh to source a…",Edinburgh,Head Resourcing Limited,"£38,000 a year",Edinburgh,38000.0,1,1,0,1,0
1061,MI Analyst,"Act as a subject matter expert within the data arena,.Eye for detail, with particular reference to ensuring the integrity of data.",Edinburgh,Michael Page UK,"£35,000 - £45,000 a year",Edinburgh,40000.0,1,1,0,0,0
1062,Technical Business Analyst,"INOV8 Consulting is looking for Technical Business Analysts to join our expanding team.We provide an excellent salary, flexible working with minimal travel,…",Edinburgh,INOV8 Consulting Ltd,"£25,000 - £40,000 a year",Edinburgh,32500.0,0,1,0,0,0
1063,Pensions Analyst Edinburgh,"Due diligence exercises by analysing data quality, identifying data issues and proposing solutions.Juliette Lister and Lisa Tremlett are currently assisting a…",Edinburgh,Profile Search and Selection Ltd,"£25,000 - £33,000 a year",Edinburgh,29000.0,0,1,0,0,0
1064,Application Support Analyst,Head Resourcing are recruiting Application Support Analysts for a market leading global client based in Edinburgh city centre.,Edinburgh,Head Resourcing Limited,"£25,000 - £30,000 a year",Edinburgh,27500.0,0,1,0,0,0
1065,Consultant - D&A Remediation team,"Data Analyst – Excellent career growth.Deep understanding of data quality and data.Data Analysis for Analytical extractions,.The best kept secrets in I.T.",Edinburgh,Sopra Steria,"£35,000 a year",Edinburgh,35000.0,0,1,0,0,0
1066,Business Analyst/EUC Developer,"Bank, Banking, Credit Risk, BA, data analyst.Looking for a technical Business analyst with exposure to Credit Risk.Experience building systems around credit.",Edinburgh,GCS Recruitment Specialists Ltd,"£80,000 - £90,000 a year",Edinburgh,85000.0,1,1,0,0,0
1067,SAS Developer / Consultant,INOV8 Consulting is looking for Data Analysts / BI Consultants / SAS Devs to join our expanding team.Use Cloud platforms to host data and applications in the…,Edinburgh,INOV8 Consulting Ltd,"£25,000 - £42,000 a year",Edinburgh,33500.0,0,1,0,0,0
1068,IT Systems Support Analyst,Head Resourcing are recruiting an IT Systems Support Analyst for a market leading FMCG client based in Edinburgh city centre.,Edinburgh,Head Resourcing Limited,"£25,000 - £27,000 a year",Edinburgh,26000.0,0,1,0,0,0
1069,Finance Analyst,This position will require you to analyse recorded financial transactions and related reports as well as analysing key areas of data and information and provide…,Edinburgh,Michael Page UK,"£30,000 - £32,500 a year",Edinburgh,31250.0,0,1,0,0,0
1070,Senior Technical Support Analyst,The new system will provide capabilities in all areas of student management along with containing core elements of application replacement and data migration.,Edinburgh,Lorien Resourcing,"£40,000 a year",Edinburgh,40000.0,1,1,0,1,0
1071,IT Service Delivery Manager,"Microsoft Systems Centre suite (Operations Manager, Service Manager, Configuration Manager, Data Protection Manager and Virtual Machine Manager).",Edinburgh,Gallagher Scott,"£38,000 - £45,000 a year",Edinburgh,41500.0,1,1,0,1,0
1072,Scientific Software Developer,"A good advanced degree in Computer Science, Engineering, Physical Science or Mathematics.The role will suit individuals currently working as a Scientific…",Edinburgh,System Recruitment,"£45,000 - £55,000 a year",Edinburgh,50000.0,1,1,0,0,0
1073,Entry Level Marketing and Advertising,"If you are not contacted your data will not be stored._Please note experience in the following areas is not required: Marketing assistant, Marketing Specialist…",Glasgow,Full Circle Opportunities,"£18,000 - £28,000 a year",Glasgow,23000.0,0,1,0,0,0
1074,Service Desk Analyst,"You will provide first line help-desk support to our business customers, assisting them with hardware and software problems via phone, email and a ticketing…",Glasgow,UK Government - Office of Gas and Electricity Mark...,"£25,595 - £29,090 a year",Glasgow,27342.5,0,1,0,0,0
1075,Events Data Analyst,Monitor and audit data quality.Knowledge of data analysis tools.Experience of statistical methodologies and data analysis techniques.,Glasgow,G4S (UK),"£28,000 - £35,000 a year",Glasgow,31500.0,0,1,0,0,0
1076,Data Analyst,Strong understanding of Data Management concepts and relevant experience in data governance.We are looking for a data analyst with beyond advanced Excel skills…,Glasgow,GRS Global,"£20,000 - £25,000 a year",Glasgow,22500.0,0,1,0,0,0
1077,Assistant Planning Analyst,To perform ad-hoc and regular data analysis tasks relating to the strategic planning activity.C1 Excellent numeracy skills coupled with experience of producing…,Glasgow,University of Glasgow,"£22,417 - £26,715 a year",Glasgow,24566.0,0,1,0,0,0
1078,Business Analyst,"Contribute to the wider Business Analyst community.As Business Analyst, you will deliver a key role to support both.The MoJ offers a range of benefits:",Glasgow,Ministry of Justice,"£30,989 - £41,095 a year",Glasgow,36042.0,1,1,0,0,0
1079,Business Analyst,Collaborate with data analysts and help identify root cause in business reporting production and recommend resolution for any data issues.What’s in it for you?,Glasgow,McCurrach,"£40,000 a year",Glasgow,40000.0,1,1,0,0,0
1080,Investment Analyst,"You will be responsible for the production and checking of investment performance monitoring reports, liaising with clients and investment managers on various…",Glasgow,Oliver James Associates,"£35,000 - £45,000 a year",Glasgow,40000.0,1,1,0,0,0
1081,Performance & Insight Analyst,"Strong analytical and problem-solving skills with the ability to understand complex data sets, along with being able to translate insight gained from data into…",Glasgow,Pertemps Network Group,"£32,000 a year",Glasgow,32000.0,0,1,0,0,0
1082,Senior Resource Planning Analyst,Previous Resource Planning or Data Analytics experience is essential.The Resource Planning Analyst will be responsible ensuring the service level standards are…,Glasgow,HRC Recruitment,"£30,000 a year",Glasgow,30000.0,0,1,0,1,0
1083,Change Analyst,We are seeking an experienced Change Analyst to join a large reputable organisation based in Glasgow.The personal data contained therein will not be shared…,Glasgow,Pertemps Network Group,"£32,000 a year",Glasgow,32000.0,0,1,0,0,0
1084,Change Analyst,We are seeking an experienced Change Analyst to join a large reputable organisation based in Glasgow.The personal data contained therein will not be shared…,Glasgow,Cactus Search,"£32,000 a year",Glasgow,32000.0,0,1,0,0,0
1085,Performance & Insight Analyst,"Strong analytical and problem-solving skills with the ability to understand complex data sets, along with being able to translate insight gained from data into…",Glasgow,Cactus Search,"£32,000 a year",Glasgow,32000.0,0,1,0,0,0
1086,Team Leader,">Leading, motivating and coaching a team of workflow analysts.>Possesses excellent attention to detail with ability to analyse and interpret information and…",Glasgow,Optima Health,"£22,000 a year",Glasgow,22000.0,0,1,0,1,0
1087,Digital Product Designer - £30k to £40k FTE,Using research and data from our data analyst and customer success team to validate design concepts.Are you an experienced digital product designer with a keen…,Glasgow,Swipii,"£30,000 - £40,000 a year",Glasgow,35000.0,0,1,0,0,0
1088,Finance Analyst- Temporary Contract,"Ability and track record of providing good customer service, whilst deadline with high volume deliverable and be able to liaise confidently with key stakeholder…",Glasgow,Page Personnel - UK,"£25,000 - £28,000 a year",Glasgow,26500.0,0,1,0,0,1
1089,Application Support Analyst (SharePoint),I am currently looking for an Application Support Analyst to join a facilities management company in Glasgow.Working within a highly motivated team you will be…,Glasgow,Head Resourcing Limited,"£40,000 - £48,000 a year",Glasgow,44000.0,1,1,0,0,0
1090,Senior Financial Analyst,"Prepare accurate forecast data on Teaching, Research, Commercial and Transnational Education activity for the College / Schools ensuring that the process is…",Glasgow,University of Glasgow,"£44,045 - £51,034 a year",Glasgow,47539.5,1,1,0,1,0
1091,Senior Resource Planner,"Gathers call data and assists with data analyses to determine call volume trends, service activity, or resource availability to forecast required staffing…",Glasgow,Pertemps Network Group,"£35,000 a year",Glasgow,35000.0,0,1,0,1,0
1092,Interim Commercial Finance Analyst,Financial modelling of data to develop understanding of commercial activity.Interim Commercial Finance Analyst job with our client based in Glasgow city centre…,Glasgow,Rutherford Cross,"£40,000 - £45,000 a year",Glasgow,42500.0,1,1,0,0,1
1093,Area Operational Controller,Interpret data and act on recommendations from the Ops Support Data Analyst to improve efficiency and workforce utilisation and mitigate cost.,Glasgow,G4S (UK),"£20,000 - £22,000 a year",Glasgow,21000.0,0,1,0,0,0
1094,Senior Resource Planner,"Gathers call data and assists with data analyses to determine call volume trends, service activity, or resource availability to forecast required staffing…",Glasgow,Cactus Search,"£35,000 a year",Glasgow,35000.0,0,1,0,1,0
1095,UX Specialist,"Advocate for and carry out rigorous data analysis using appropriate analytical tools and approaches, including facilitating collaborative synthesis and analysis…",Glasgow,University of Glasgow,"£35,845 - £40,322 a year",Glasgow,38083.5,1,1,0,0,0
1096,Marketing Assistant/Executive,Have previous market analyst experience.Use existing sales data and market trends to develop forecasts and projections.,Wakefield,Michael Page UK,"£21,000 - £25,000 a year",Rest of UK,23000.0,0,1,0,1,0
1097,Data Analyst,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Leeds,Pareto Law,"£23,000 a year",Leeds,23000.0,0,1,0,0,0
