,Title,Summary,Location,Company,Salary
611,Customer Insights Analyst,"Research experience, especially mixing qualitative & quantitative data.It's not for the faint of heart - you'll need to slice and dice data that lives up to…",Sydney NSW,Atlassian,
612,Revenue Analyst,"Undertaking detailed analyses for the payments business, working with large data sets.Launching in 2003, Tyro has grown to become Australia's largest EFTPOS…",Sydney NSW,Tyro,
613,Researcher / Data Analyst,Observing trends from research data.Experience working as a property analyst in Real Estate.Researching / compiling residential off-the-plan sales data.,Sydney NSW,sharonbennie,"$70,000 - $100,000 a year"
614,Agile Business Analyst,"In this Agile Business Analyst role within our Corporate Operations Group, Technology, you will be working with Business and Technology teams and users to shape…",Sydney NSW,Macquarie Group Limited,
615,Business Systems Analyst,"Assist with establishing business rules, maintaining documentation of data and reporting protocols for the management of databases, including policies and…",Sydney NSW,Commonwealth Bank,
616,QA Analyst (Native Mandarin Speaker),"Please see our privacy policy detailed on our website for details on how Wargaming uses your personal data.You have prior experience in an analyst role, with…",Sydney NSW,BigWorld Technology,
617,Analyst,IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients.,St Leonards NSW,IQVIA,
618,"AU Securities Middle Office, Analyst/Associate","Collate monthly management reporting data.AU Securities Middle Office, Analyst/Associate.POSTING DATE: Jan 5, 2020.EDUCATION LEVEL: Bachelor's Degree.",Sydney NSW,Morgan Stanley,
619,Supply Chain Analyst,Master data experience along with the ability to build rapport with stakeholders is also crucial.Collaborate with cross functional teams to support our global…,Revesby NSW,DuluxGroup,
620,Application Support Analyst (12 months contract),"Ensure database performance, replication and data backups are operating efficiently.Analysis of data related issues to determine how best to resolve…",Sydney NSW,BNP Paribas,
621,Continuous Improvement Insights Analyst,"Developing data visualisations to explain and communicate data and analytic results.The role is hands-on involving investigating data to uncover insights,…",Sydney Central Business District NSW,Caltex Australia,
622,Front Office Data Support - Team Lead,Team leader will ensure analyst stay engaged to assist the regional Level 4 and stay engaged with oversight of the incident until resolution.,Sydney NSW,State Street,
623,Senior Data Engineer,"Apply industry best practices as a data engineer.As our Senior Data Engineer you will be able to easily work in collaboration with other data engineers,…",Sydney NSW,Domain Group,
624,Senior Data Engineer,Working with a team of experienced data engineers you will be responsible for building and managing data pipelines in SQL and Python on the Google Cloud tech…,Pyrmont NSW,Nine,
625,Reinsurance Analyst,Working collaboratively with internal stakeholders to identify data integrity discrepancies between policy data and reinsured data across systems and ensure the…,Sydney NSW,AMP Limited,
626,Product Business Analyst,Key to this role is an awareness of data privacy and security as you will be dealing with sensitive employee data in accordance with ELMO’s ISO27001:2013…,Sydney NSW,ELMO Talent Management Software,
627,Lead Business Analyst,Key to this role is an awareness of data privacy and security as you will be dealing with sensitive employee data in accordance with ELMO’s ISO27001:2013…,Sydney NSW,ELMO Talent Management Software,
628,"Analyst, Customer Delivery","Analyzes data from product delivery projects and reports on performance relative to success metrics.Manage the overall coordination, status reporting,…",St Leonards NSW,MasterCard,
629,Senior Big Data Engineer - GCP,Work with stakeholders including the Product Owner and data analyst teams to assist with data-related technical issues and support their data infrastructure…,Sydney NSW,Capgemini Australia,
630,2 x Credit Analyst – Global Alternative Financier,Key outcomes of the role will be to conduct counterparty credit assessment through analysing financial statements and data and recommending appropriate credit…,Sydney NSW,Jon Michel Executive Search,
631,"Business Analyst, Regulatory Reporting - 12 months contract",With a focus on Transaction Reporting in this role you will have the opportunity to add value while working on regulatory assurance and data management programs…,Sydney NSW,Macquarie Group Limited,
632,Website Content Administrator,Familiarity with CRM and other data apps that feed to web content would be beneficial.Based in the heart of the CBD the role of Website Content Analyst will…,Sydney Central Business District NSW,,"$80,000 a year"
633,Customer Insights Analyst,"Proven ability to transform data-driven insights into clear and actionable outcomes.Ad-hoc project work and data requests e.g. emma analysis/profiling,…",Surry Hills NSW,News Corp Australia,
634,Sustainability Analyst - Property,"Experience/ accountability in data management, trending and analysis, and preferably sustainability performance reporting.Inclusion sets us all up for success.",Sydney Central Business District NSW,Lendlease,
635,Data and Systems Business Analyst - Finance,You will work with data modellers and technical architects to outline conceptual and logical data models that meet reporting and analytics needs and document…,Sydney NSW,Macquarie Group Limited,
636,Service Delivery Analyst,"SharePoint online- Permissions/security, data migration from group drives.This is an exciting opportunity for an experienced Service Delivery Analyst to join…",Sydney Central Business District NSW,Ambition,
637,"Senior Analyst, ARRT",It would be helpful if you have 4 or more years demonstrated experience in data analysis/professional services firm as well as the following:,Sydney NSW,Westpac Group,
638,Asset Management Strategy Officer,"We are open to candidates of all skill levels and experience including graduates, accountants, data analysts, engineers, GIS officers, or other candidates with…",Sydney NSW,City of Parramatta,"$81,826 a year"
639,Audience Insights Analyst,Strategically source data both internally and externally from data sources such as Nielsen and Hitwise.Create audience data stories to excite the business.,Sydney NSW,REA Group,
640,Global Reward Analyst,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner.",Sydney NSW,Link Group,
641,Research and Insights Analyst,"Monitor the relevance, accuracy and presentation of research data.Provide interpretations of our user’s interaction data to aid the relevant teams.",Surry Hills NSW,News Corp Australia,
642,Senior Data Analyst – District Planning,Demonstrated expertise (or the ability to acquire expertise) in all or some of the relevant data sources including the Ministry of Health activity projection…,Penrith NSW,Nepean Blue Mountains Local Health District,"$97,812 - $116,013 a year"
643,Junior Analyst - Project officer,"Further analysis on current trend: Identify, analyse, and interpret trends or patterns in complex data sets.$27-$32 p/hr + Super - early Jan start.",Sydney NSW,APPRECIATING RECRUITMENT GROUP,$27 - $32 an hour
644,APAC Field Strategy Analyst,"Ad-hoc data analysis and modelling to support executive decision making.Moreover, this person will excel at extracting insights from data and converting ideas…",Sydney NSW,Salesforce,
645,Senior Financial Analyst,"Applying advanced level analytical, financial modelling and problem-solving skills, including the ability to present complex data/concepts and financial…",Sydney Central Business District NSW,Caltex Australia,
646,Senior Financial Crime Analyst,"Providing high level analytics and data modelling support, you will work with colleagues across the wider department, making sure they have update and relevant…",Sydney NSW,Westpac Group,
647,"Analyst, Market Delivery",Analyzes data from product delivery projects and reports on performance relative to success metrics.As an Analyst in our Customer Delivery team you will.,St Leonards NSW,MasterCard,
648,Campaign Analyst,"Experience handling large and complex data sets using different applications.Identify, prepare, analyse and present data using computerised technology.",North Ryde NSW,Foxtel,
649,Agile Business Analyst,"Demonstrated analysis experience including the use of process mapping, user story creation and interpretation of mobile app analytics data.",Darlinghurst NSW,WooliesX,
650,Business Focused Data Insights Analysts,Applicants must enjoy working closely with marketing and business people to understand their business objectives from analyzing data – and delve into the data…,Sydney NSW,BusinessMinds,
651,Business Analyst - Analytics,"Understanding of data governance principle and best practices.Knowledge of Australian Privacy obligations, data classification concepts.",Sydney NSW,Commonwealth Bank,
652,Business Reporting Analyst,"Demonstrated track record of success in reporting analyst level position.Management reporting for month end, aiding in data visibility and accountability.",St Leonards NSW,Stryker,
653,"Analyst, Strategy, Pricing, & Analytics","As well as getting a chance to hone your data and modelling skills on adaily basis, you will be building your consulting skills; commercial acumen,…",Sydney NSW,RELX Group,
654,Sales Operations Analyst,"Qualtrics is the technology platform that organisations use to collect, manage, and act on experience data, also called X-data™.A Day in the Life:",Sydney NSW,Qualtrics,
655,Investment Operations Portfolio Analyst,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner.Gross Asset Value (GAV) production.",Rhodes NSW,Link Group,
656,Business Analyst - Data - Tax Automation -(2 year Maximum Te...,This is a unique opportunity for you to design and implement market leading data capabilities that will enable the data-driven transformation of our Global…,Sydney NSW,Macquarie Group Limited,
657,Campaign Analyst,"Helps stakeholders and junior marketing analysts deliver, provide technical / non –technical guidance as required.SAS and/or SQL programming experience.",Sydney NSW,CITI,
658,Loan Operations Officer,"Interprets data and makes recommendations.Applies specialty area knowledge in monitoring, assessing, analyzing and/or evaluating processes and data.",Sydney NSW,CITI,
659,Business Analyst - Risk and Operations,"To be successful, you will have experience as a business analyst (or similar), with strong data analysis skills.Business Analyst – Risk and Operations.",Sydney Central Business District NSW,Westpac Group,
660,Risk Analyst,"Akuna Capital is a young and booming trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions and automation.",Sydney NSW,Akuna Capital,
661,Senior Business Analyst,"You will help drive development, identify areas for improvement through data analysis, and promote continuous improvement to enable us to achieve our strategic…",Sydney NSW,Macquarie Group Limited,
662,Threat Researcher," Build, test and publish detection data files.Sophos is focused on delivering the best IT security and data protection for businesses.",Sydney NSW,Sophos,
663,Commercial Analyst,"Experience working with large data sets.Produce ad-hoc data analysis as required.Manage the processes, model, data and business rules used to calculate the…",Sydney Central Business District NSW,UGL Limited,
664,Investment Reporting Performance Analyst (Permanent),"Practical understanding on market data indices (S&P/ASX, MSCI, etc), characteristics (dividend yield, PE ratio, duration, etc), and classification schemes (GICS…",Sydney NSW,BNP Paribas,
665,Commercial Analyst,Excellent understanding of statistics and data analysis.Ability to translate data into clear and valuable insights.We don't just rent cars.,Mascot NSW,Avis Budget Group,
666,Senior Business Intelligence Analyst,"Experience around data analysis, data modelling, data integration and database design.Map data between source systems, data warehouses, and data marts and…",Sydney Central Business District NSW,The GPT Group,
667,Manager - Data Office - Commodities and Global Markets,Your strong communication skills and confident work approach will be essential to building strong working partnerships with analysts and business stakeholders…,Sydney NSW,Macquarie Group Limited,
668,Business Analyst - 6 month contract,"Working closely with business, technology and vendors, you will assist in delivering a proof of concept for a large unstructured data migration to be scaled…",Sydney NSW,Macquarie Group Limited,
669,Business Analyst - Data - Indirect Tax Automation (Maximum T...,This is a unique opportunity for you to design and implement market leading data capabilities that will enable the data-driven transformation of our indirect…,Sydney NSW,Macquarie Group Limited,
670,Senior Analyst - Regulatory Reporting,Data analysis and data mining skills.Respond to information and data requests from APRA and other regulatory bodies.See yourself in our team.,Sydney NSW,Commonwealth Bank,
671,Data Analyst – 2 Month Contract,"Data gathering, analysis & development of tracking & reporting solution for our Trust Year End timetable (wallchart).Highly advanced Excel skills – VBA ideal.",Sydney NSW,Anton Murray Consulting,
672,Marketing Assistant,Experience in collecting and analyzing data including using CRM tools.Equitise is the market leader in crowd equity funding.Equitise is a startup company.,Sydney NSW,Equitise Pty Ltd,
673,Programmer/Analyst,"Training of staff and data collectors in these areas, and some statistical and descriptive analyses for reporting and publication are also part of this role.",Wollongong NSW,University of Wollongong,"$69,134 - $78,183 a year"
674,Analyst Product Control Systems,"Experience in Web development using visual studio for user input and maintaining data changes (C#, JavaScript, JQuery).See yourself in our team.",Sydney NSW,Commonwealth Bank,
675,Performance Analyst,"Exposure to investment accounting and investment data including accounting systems.Since our inception, Link Group has been entrusted by clients to handle…",Rhodes NSW,Link Group,
676,"Workforce Management Analyst (12 month contract, part-time p...","Reporting to the Head of Resourcing and forming part of the wider Resourcing team, this role will suit someone who is driven by data and passionate about…",Sydney NSW,King & Wood Mallesons,
677,"Risk Analyst, SwapClear","The Group also provides customers with an extensive range of real time and reference data products, including SEDOL, UnaVista, and RNS.",Sydney NSW,London Stock Exchange Group,
678,Business Data Analyst - Financial Services,Provide analysis on ETL process and streamline data process and data structure.Experiences in data governance framework.Good knowledge on ETL process.,Sydney Central Business District NSW,Peoplebank,
679,Business Process Analyst,Represent the functional/business area by documenting knowledge and business expertise about the domain being represented including business processes flows…,Darlinghurst NSW,EDG - Group Support Functions,
680,Senior Data Governance Analyst,"Experience in business glosaries, data catalogs, data lineage, metadata management and data quality.Leading Financial Services organisation with significant…",Sydney NSW,Paxus,"$1,000 a day"
681,Pricing Analyst - Macquarie Park,"Tertiary qualified in mathematics, analytics or data science.Sound knowledge of pricing techniques or the ability to translate data into commercial language.",Sydney NSW,Blackwoods,
682,Senior Financial Analyst,"Experience working with SAP, system data knowledge is an advantage.Brambles companies, including CHEP, help move more goods to more people, in more places than…",Sydney NSW,CHEP,
683,Rewards & Payroll Analyst,"You will be someone who can crunch the numbers, loves data and are excited to tackle data cleansing.Receive, manipulate and analyse the data.",Sydney NSW,Domain Group,
684,Project Analyst,"Lendlease is one of the world’s leading property and infrastructure groups.Our vision is to create the best places not just for our clients and communities,…",Sydney Central Business District NSW,Lendlease,
685,"Commercial Analyst - AUS - Mascot - Level 1 Tower B, NSW",Excellent understanding of statistics and data analysis.Ability to translate data into clear and valuable insights.We don't just rent cars.,Mascot NSW,Avis Budget Group,
686,Finance Analyst,"Generating and maintaining sales/service reports using internal and third-party data sources, analysing sales and service data and evaluate performance.",Eastwood NSW,Abbott Laboratories,
687,Supply Chain Network Analyst,Ability to extract and transform data from management information systems to input into data driven insights.Demonstrated experience of complex problem solving…,Bella Vista NSW,Woolworths Group Limited,
688,Business Analyst,"Knowledge of data analytics and business intelligence.Being a smaller company also means that the experience you get here will be broad and have depth, your…",Sydney Central Business District NSW,Recreo Financial,
689,Service Integrity Analyst,Provide support to the data delivery team across departments to ensure we deliver daily data according to contractual obligations.,Lane Cove NSW,Nielsen,
690,Analyst,"With will demonstrate extensive experience in Tableau, both front end to deliver best in class visualisation reports and back end for data management and…",Darlinghurst NSW,WooliesX,
691,Senior Test Analyst,"Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner.",Rhodes NSW,Link Group,
692,Senior Strategic Insights Analyst,"At Qantas we embrace data.Are you passionate about data, analytics and insights?Demonstrated experience working with marketing data to understand engagement…",Sydney NSW,Qantas Airways Limited,
693,Change Analysts - Multiple Roles available,"Actively promote customer viewpoint for change initiatives through use of Net Promoter Score, Complaints data and other customer touch points.",Sydney NSW,CITI,
694,"Analyst, Configuration Management",Intermediate knowledge of data processing concepts and payment method industry operational practices.Provide general second level technical support through…,St Leonards NSW,MasterCard,
695,CEC,"The position of Computer Programmer/Data Analyst will provide strategic advice and assistance in the development, compilation and maintenance of software…",Haymarket NSW,Clinical Excellence Commission Division,"$97,812 - $116,013 a year"
696,Data Analyst,As the Data Analyst you will provide insightful analysis on a wide range of data sets housed within the organisations CRM system (iMIS) and technology stack.,Sydney Central Business District NSW,HAYS,
697,Lead Software Engineer,Key to this role is an awareness of data privacy and security as you will be dealing with sensitive employee data in accordance with ELMO’s ISO27001:2013…,Sydney NSW,ELMO Talent Management Software,"$130,000 - $155,000 a year"
698,Forecast Analyst,Demonstrated success or a keen interest and ability in data analysis that drives insights and recommendations.Access to company wide benefits & discounts!,Bella Vista NSW,Woolworths Group Limited,
699,OpenPages Support Analyst,This role specializes in performing and enabling remote technical support of IBM Data and AI software and solutions.Experience reading J2EE stack traces.,Sydney NSW,IBM,
700,Security Analyst,"Build, implement and deploy data security solutions.Location: Sydney North Shore & Northern Beaches.End to end internal consultant role.",Sydney NSW,2XM Technology Pty Ltd,"$80,000 - $120,000 a year"
701,SENIOR SURVEY ANALYST,"Validate survey data, including liaising directly with clients.The Senior Survey Analyst will be responsible for and lead all aspects of the survey management…",Sydney NSW,mercer,"$60,000 - $80,000 a year"
702,Quantitative Analyst,"An ability to collect, analyse and interpret complex quantitative data and information.This position is ideal for a candidate with strong drive, motivations…",Sydney Eastern Suburbs NSW,Michael Page,"$70,000 a year"
703,Data Manager (Snr Analyst) - Brain Injury Rehabilitation Uni...,"Demonstrated high level technical expertise and experience in data systems, assessing information requirements, data extraction and analysis, activity and…",Liverpool NSW,South Western Sydney Local Health District,"$101,300 - $118,022 a year"
704,Dynamics 365 Functional Reporting and BI Analyst,Database analysis to extract the necessary data to produce documents and reports.Functional Reporting and BI Analyst - Dynamics 365.,Sydney NSW,Altitude Recruitment,"$100,000 - $145,000 a year"
705,Performance Insights Analyst,Exposure to investment accounting and investment data including accounting systems.The analyst will need to develop a thorough understanding of the performance…,Rhodes NSW,Link Group,
706,Data Analyst – Asset Management,"Data gathering, analysis & development of tracking & reporting solution for our Trust Year End timetable (wallchart).Data mining of excel databases.",Sydney NSW,Anton Murray Consulting,
707,Finance Business Analyst / Assistant Controller,"Analyse financial data in respective business units and recommend improvement insights.You will be responsible for analysing and forecasting financial, and…",Mascot NSW,Kone,
708,Technical Analyst,Provide specialist expertise on a specification design criteria to developers and test analysts for all supported Systems.,Rhodes NSW,Link Group,
709,Graduate GIS Analyst,"Providing spatial data management, GIS analysis, and map production for key projects;Assist with preparing data for web-based mapping and mobile application…",Sydney NSW,Arcadis,
710,Junior HR Analyst,"In this role you will assist in establishing the project by supporting the business partners in reviewing performance reviews, preparing data and slide packs,…",Sydney Central Business District NSW,HAYS,
711,Software Engineer,"We shape the future of intralogistics with robotic, data-driven and flexible automated solutions that achieve exceptional value for our customers.",Newington NSW,KUKA Robotics,
712,Business Data Analyst (Finance Data) - International Bank,Provide analysis on ETL process and streamline data process and data structure;Implementation of Bank's data governance framework;Tier 1 Bank (11% super).,Sydney NSW,Michael Page,"$120,000 - $140,000 a year"
713,Sales Quality Analyst - Personal Banking,"We have a strong focus on meeting community expectations and making risk-conscious and data-based decisions.Due to exceptional business growth, we have created…",Sydney NSW,Macquarie Group Limited,
714,Technical Business Analyst,"Delivering crucial business insights to clients through data analytics and data visualisation tools such as tableau, Power BI, Python, or Alteryx.",Sydney NSW,PwC,
715,Data Conversation Analyst,Previous experience working on large data projects.The ability to understand and solve data problems.Strong complex data mapping/ ETL/ SPARX EA.,Sydney Central Business District NSW,HAYS,
716,Senior Analyst - Transaction Strategy,"Ability to interpret and analyse financial and business data to diagnose issues, trends and problems.Working for AMP means being part of a company that values…",Sydney NSW,AMP Limited,
717,eMeds Clinical Business Analyst (Health Mgr Lvl 3),"Demonstrated experience in conducting business process redesign, documentation of workflow, data flow analysis diagrams, benefits realisation and change…",Warwick Farm NSW,South Western Sydney Local Health District,"$2,180 - $2,485 a week"
718,Junior Commercial Analyst,"The successful individual will create new pricing strategies reports for relevant analysis, give pricing recommendations and draw insights from market data.",Sydney NSW,West Recruitment,
719,Senior Knowledge Analyst,"Applying Agile expertise when contributing to building and deploying a product/tool/data, guiding case teams - taking different client contexts into account.",Sydney NSW,The Boston Consulting Group,
720,Senior Analyst,Strong data analysis skills (using tools such as Power BI or R etc) will be highly regarded.The Senior Analyst supports the delivery of data-driven insights…,Sydney NSW,Australian Prudential Regulation Authority (APRA),
721,IBM Security Operations Analyst – Sydney,Analysis of security event data and providing recommendations for policy modifications/tuning.The SOC analyst role is broad in scope and involves interacting…,St Leonards NSW,IBM,
722,Senior BI Engineer,The role will work closely with several key areas across the business to ensure successful delivery of high-quality data assets and data visualisations.,North Ryde NSW,Foxtel,
723,Business System Analyst,Conducting data modelling and data analysis to help validate business and solution requirements.Investigating alternate data sets and sources to ensure…,Sydney NSW,AMP Limited,
724,Business Intelligence Engineer,Experience and ability to effectively gather information from multiple data sources and systems then present that data and information in a logical and…,Sydney NSW,Amzn Commercial Srvcs Pty Ltd,
725,Consultants/ Senior Consultants - Transfer Pricing,"Apply your strategic problem solving, data analysis, report writing and project management skills to help solve complex client problems.",Sydney NSW,KPMG,
726,Research Analyst – Investment Banking Division – Companies /...,The candidate will have 2-5 years’ experience from a research analyst or Big 4 Valuations / Transactions advisory and have strong knowledge of the finance…,Sydney NSW,Anton Murray Consulting,"$100,000 - $130,000 a year"
727,Customer Insights Analyst - ASX listed data driven retail bu...,Experience with analysing deep transaction and loyalty data in complex data sets (online & in-store customer data);Career growth; great data driven culture.,Chatswood NSW,Michael Page,"$125,000 - $135,000 a year"
728,Software Engineer,"We shape the future of intralogistics with robotic, data-driven and flexible automated solutions that achieve exceptional value for our customers.",Sydney Olympic Park NSW,Swisslog,
729,QA Test Analyst,"Experience working with large data stream applications.Experience in test planning, test data creation and test execution.",Ryde NSW,Robert Half Australia,$400 a day
730,Control Assurance Senior Analyst,"Ongoing analysis of Operational Risk and Compliance data, ensuring high quality standards are being met and data gaps identified are addressed in a timely…",Sydney NSW,Commonwealth Bank,
731,Business Intelligence Analyst,"Experience with data visualisation software.You will collaborate with business users, manage ETL processes, and utilise established data warehousing practices…",Sydney Central Business District NSW,Robert Half Australia,$700 a day
732,Digital Planner Analyst - Programmatic,Be at the forefront of Data Strategy – responsible for understanding how we can leverage the right technology and data partnerships to be able to connect…,Sydney NSW,Dentsu Aegis Network,
733,Analyst - Market Risk,"Deep understanding of Technology systems and the management of data.$120,000 - $140,000 + Bonus.World class employee benefits including casual dress and all…",Sydney Central Business District NSW,Aston Carter,"$120,000 - $140,000 a year"
734,Senior Analyst - Business Intelligence,You can demonstrate experience with a data wrangling tool such as Alteryx or Trifacta and are confident mentoring and upskilling the team in these tools.,Sydney NSW,Commonwealth Bank,
735,"Business Analyst, Regulatory Operations",A great opportunity exists for a proactive Business Analyst to join the Regulatory Operations team on permanent basis.,Sydney NSW,Macquarie Group Limited,
736,Business Analyst,"Expert competency in data manipulation and complex analysis.Responsibility for the maintenance of key data sets central to sales performance team, including…",Sydney NSW,Telstra,
737,Supply Chain Analyst APAC,Master data maintenance and improvement across APAC.MS Office experience (excel and data analytics experience).Please upload a Cover Letter along with you CV.,Sydney NSW,Teva Pharmaceuticals,
738,Reporting Analyst (6 Months Contract),Monthly extraction of data from SAP and ETL process.Working with complex data sets to formulate meaningful business insights.6 months fixed term contract.,Bella Vista NSW,Woolworths Supermarkets,
739,Client Financial Mgmt Specialist,"Perform or advise on comparison of performance data to metrics, and prepare compliance reports.Supervise and coach CFM analysts and assistants on tools and…",Sydney NSW,Accenture,
740,Marketing Analyst,"Strong communication skills in data - we need talent who love data, how data transform and communicate in different system.",Pyrmont NSW,Thomson Reuters,
741,Sr Incident Response Analyst,"Using this baseline data, you will conduct analysis of security vulnerabilities.Background working with data logging applications (e.g. Splunk, Elastic Stack).",Sydney NSW,ServiceNow,
742,Business Support Analyst | KU Children's Services - Permanen...,Tertiary qualifications in financial data analytics or related qualitative disciplines.Provide and analyse information and data relating to centre operation.,Sydney NSW,KU Children's Services,
743,PPM Tool Analyst/ Project Coordinator,"Work with users / clients to ensure the PPM tool supports requirements, including workflows, data capture and reporting analysis.",Macquarie Park NSW,Metcash,
744,Control Room Analyst,The team is also involved in projects and continuous improvement initiatives which will focus on working with data to extract insights and automate processes.,Sydney NSW,Macquarie Group Limited,
745,Digital Planner Analyst - Programmatic,Be at the forefront of Data Strategy – responsible for understanding how we can leverage the right technology and data partnerships to be able to connect…,Sydney NSW,iProspect,
746,Business Development Analyst (Balmain),"Strong experience in data insights, analytics, business modelling and reporting.Opportunity to join a dynamic maritime organisation and Commercial team.",Balmain NSW,Maersk,
747,Commercial Analyst,Strong capability in market research and associated qualitative analysis and presentation of statistical data;The key responsibilities will be:,Sydney NSW,Freshwater Group,
748,Senior Marketing Data Analyst,Someone who can translate data into a compelling argument for change.A good handle on data lakes/warehouses and their architecture.Who we are looking for?,Sydney NSW,Amaysim,
749,Junior Business Analyst,"Capture data and functional documentation from business stakeholders.Reporting into head of compliance, Leading Financial Services firm is looking for a Junior…",Sydney Central Business District NSW,Robert Half Australia,"$60,000 a year"
750,Senior Customer Insights Analyst,"5+ years’ experience as a data analyst, engineer, or scientist – preferably in a retail and/or sales environment.",Darlinghurst NSW,WooliesX,
751,Senior Agile Business Analyst,5+ years’ experience in a technical business / data analyst capacity.Good understanding of producing project artefacts including data dictionary and interface…,Sydney NSW,Macquarie Group Limited,
752,Software Engineer,"Liaise with other engineering leads across product teams to coordinate solution architect, deployment, testing and wind back.An Exciting opportunity for a .",Sydney Central Business District NSW,,"$120,000 - $150,000 a year"
753,"Front End Web Developer, APAC","Work with business analysts to understand and refine requirements.Familiarity with at least one data visualization framework (e.g., Tableau, Looker, Qlik,…",Sydney NSW,Quantifi,
754,LTS Technical Analyst,"Managing matter data including cataloguing data and updates.Manipulate data into meaningful formats, reports, and statistics.Promote LTS and its services.",Sydney NSW,Corrs Chambers Westgarth,
755,Commercial Analyst,"Fast paced, lively, creative team.This Pharmaceutical organisation are well known for training and promoting internally and hold a brilliant reputation within…",Sydney NSW,Pharmaceutial & Medical Professionals,"$90,000 - $112,000 a year"
756,People Insights Analyst,"Ideally you will be able to tell a story through data.As a key member of the Talent Team, you will provide analytical support to advise and guide managers…",Sydney NSW,Sterning,"$85,000 - $110,000 a year"
757,Commercial Analyst,Maintain data and system integrity for primary analytics and reporting tools such as SAP and salesforce.Due to the business growth and focus on analytical…,Sydney NSW,Michael Page,
758,Commercial Pricing Analyst |Non Profit |3 months Temp,"Prior experience in an operations based analyst role.Analytical - able to collate, aggregate, analyse and interpret data to drive business decision making;",Sydney NSW,Michael Page,$35 - $36 an hour
759,Senior BI Operations Analyst,Supporting the delivery of the data governance framework.Liaising with central Data & Analytics and IT to improve data quality.,Sydney NSW,TAL,
760,Digital Media Performance Analyst,Ability to distil various sources of data into meaningful and easy to consume insights.Work on developing industry leading analytics capabilities with the…,Sydney Inner Suburbs NSW,Suncorp Group,
761,IT Risk Analyst (Cloud Risk and Governance),"We are customer led and data driven and believe we have important responsibilities to enable the communities and people we service to be safer, stronger and…",Sydney NSW,Insurance Australia Group,
762,Data Handling Coordinator,Trending and quarterly statistics for stakeholders of data handling case data.Fortnightly review of data breach submissions (Controls assurance).,Sydney NSW,Macquarie Group Limited,
763,Senior QA Analyst/Quality Coach,Please see Wargaming Candidate Privacy Policy for details on how Wargaming uses your personal data http://legal.eu.wargaming.net/en/candidate-privacy-policy/.,Sydney NSW,BigWorld Technology,
764,Quantitative Analyst,They are the key strategisers as they apply data science and machine learning knowledge to the vast troves of market data available to us.,Sydney Central Business District NSW,Motion Recruitment,
765,Senior Business Analyst,"Ability to coordinate and liaise with multiple data providers and stakeholders.This data is used in reports to Senior Management, Investors, Rating Agencies…",Sydney NSW,Commonwealth Bank,
766,HR Metrics / People Reporting Analyst,"Draw out insight from data.Provide reports, metrics and performance data.Advanced Excel skills for complex data reporting.",North Shore NSW,UGL Limited,
767,Senior Business Analyst,Experience with data modeling and data migrtation.Experience in data and technical analysis.PS+C are seeking technically astute and dynamic Senior Business…,North Sydney NSW,PS+C,
768,Strategic Insights Manager,"At Qantas we embrace data.Are you passionate about data, analytics and insights?Demonstrated experience working with marketing data to understand engagement…",Sydney NSW,Qantas Airways Limited,
769,"Cloud Business Analyst (AWS, Azure)",Correlate & analyse data & provide guidance on results.Hewlett Packard Enterprise (HPE) advances the way people live & work.,Sydney NSW,Hewlett Packard Enterprise,
770,FP&A Analyst,"Supporting strategic decision-making through data-driven financial and operational analysis, using the insights to provide timely recommendations.",Sydney NSW,SiteMinder,
771,Interim Global Finance Integration Analyst Developer – Locat...,The Global Financial Integrations & Data Analyst is an expert in data flows and integration platforms.Working with the Business Technology data and integration…,Sydney NSW,Dentons,
772,Productivity Analyst,"Support State Productivity teams in managing hours to an Ideal Contracted Base, through data and performance insight that ensures stores manage within budgets.",Kellyville NSW,Woolworths Supermarkets,
773,Senior Product Manager - Sydney or Melbourne (12 month contr...,It monitors a range of conventional and unconventional data sources and gives clients the ability to export reports and launch deeper investigations into data…,Sydney NSW,EY,
774,Pricing and Business Intelligence Analyst,"Monitor the competition, finding new sources for competitive data where data is not currently available.Provide insights into business opportunities through…",Botany NSW,BRP,
775,Senior Business Analyst – Tooling,Manage and support a diverse set of project stakeholders who will be capturing metadata and data lineage and determining data ownership across the data…,Sydney NSW,Macquarie Group Limited,
776,Environmental and Social Risk Senior Analyst,"Preparing presentations, data analysis and communications.Utilise your experience and interest in environmental and social issues or risk analysis in this…",Sydney NSW,Macquarie Group Limited,
777,Procurement Analyst,Working with complex data sets to formulate meaningful business insights.Proven experience to draw insights from raw data and influence business decision…,Bella Vista NSW,Woolworths Supermarkets,
778,Reward Analyst,"Generate reports by compiling data from various locations.As a reward analyst, you possess:This leading Australian ASX listed organisation, is seeking a…",Sydney NSW,The Next Step,"$60,000 - $80,000 a year"
779,Workforce Management Analyst,Provides best practices and necessary guidance on scheduling non-casework time for engineers in order to maintain appropriate levels of service coverage.,Sydney NSW,AWS Australia Pty Ltd,
