,Title,Summary,Location,Company,Salary
967,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
968,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
969,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
970,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
971,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
972,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
973,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
974,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
975,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
976,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
977,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
978,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
979,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
980,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
981,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
982,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
983,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
984,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
985,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
986,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
987,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
988,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
989,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
990,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
991,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
992,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
993,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
994,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
995,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
996,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
997,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
998,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
999,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1000,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1001,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1002,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1003,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1004,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1005,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1006,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1007,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1008,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1009,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1010,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1011,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1012,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1013,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1014,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1015,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1016,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1017,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1018,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1019,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1020,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1021,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1022,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1023,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1024,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1025,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1026,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1027,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1028,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1029,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1030,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1031,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1032,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1033,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1034,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1035,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1036,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1037,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1038,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1039,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1040,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1041,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1042,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1043,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1044,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1045,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1046,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1047,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1048,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1049,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1050,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1051,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1052,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1053,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1054,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1055,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1056,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1057,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1058,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1059,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1060,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1061,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1062,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1063,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1064,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1065,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1066,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1067,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1068,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1069,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1070,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1071,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1072,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1073,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1074,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1075,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1076,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1077,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1078,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1079,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1080,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1081,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1082,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1083,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1084,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1085,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1086,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1087,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1088,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1089,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1090,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1091,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1092,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1093,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1094,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1095,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1096,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1097,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1098,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1099,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1100,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1101,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1102,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1103,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1104,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1105,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1106,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1107,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1108,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1109,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1110,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1111,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1112,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1113,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1114,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1115,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1116,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1117,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
1118,"Junior Analyst, Data & Analytics","Data Management - Assist in providing data points for client dashboards.The Junior Analyst, Data & Analytics will assist in deriving insights from data for…","Toronto, ON",Wavemaker,
1119,"Data Analyst – Consultant, Risk Analytics","Independent ability to review the data quality and data definitions, and perform data cleansing and data management tasks.What you bring to the role:","Toronto, ON",KPMG,
1120,Data Processing Analyst- Entry Level,We are currently looking for a Entry Level Data Processing Analyst in our Toronto Office.Creating data tables & weight schemes.,"Toronto, ON",Ipsos North America,
1121,Marketing Data Analyst,"Mentors, coaches, trains, and develops junior data analysts.The Marketing Data Analyst analyzes data, assesses trends, and develops actionable insights and…","Toronto, ON",Vanguard,
1122,"Data Analyst, Business Intelligence (BI)","Working under the direction of Manager, Systems and Data Analysis, you will be responsible for data analysis, developing reports/dashboards within the BI tool…","Toronto, ON",University of Toronto,"$69,730 a year"
1123,Data Analyst,"Manage data integrity and data quality.Document data flows, identify appropriate data sources and manage redundancy.Your future duties and responsibilities:","Toronto, ON","CGI Group, Inc.",
1124,Research Analyst 1,"Documents findings, supporting data, recommendations, options and theories.Circulates data throughout the Division in support of operational mandate.","Toronto, ON",City of Toronto,$40.85 - $44.76 an hour
1125,Senior Statistical Data Analyst,"Reporting to the Supervisor, Public Health Practice and QA, is responsible for leading statistical data projects, informing research projects and supporting…","Richmond Hill, ON",York Region,$47.11 - $51.19 an hour
1126,Data Analyst,"Reporting to the Executive Officer, the incumbent is responsible for updating, analyzing and reporting on day-to-day performance of various data elements, such…","York University (Keele campus), ON",York University,"$69,234 a year"
1127,"Quantitative Analyst, Market Data Solutions","As a Quantitative Analyst you’ll work on enhancing methods of assessing market data integrity, automating regular procedures and promoting timely data analysis.","Toronto, ON",CIBC,
