,Title,Summary,Location,Company,Salary
6160,FREELANCE DATA ENGINEER | Kafka + 6 months project,One of our clients operating in the media industry is actively looking for a talented Freelance Data Engineer who combines data science and data engineering.,Gent,EyeTech Solutions,
6161,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6162,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6163,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6164,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6165,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6166,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6167,Unique internships,Our Traffic Engineers are hooked on finding innovative traffic prediction models through our big data.Team Algorithms develops state-of-the-art features and…,Melle,Be-Mobile,
6168,Integration Engineer,Write custom scripts for data transformations.Write custom scripts for data transformations.Write custom scripts for data transformations.,Gent,Blendr.io,
6169,Product Engineer (H/F),"We are looking for a Product Engineer to head the development of Factry Historian, our platform for data collection from industrial control systems.",Gent,Jeroen Coussement,
6170,Software Engineer Mainframe,"Je analyseert de vraag, zoals beschreven door de functioneel analist.Dankzij jou worden data immers beschikbaar en kunnen ze optimaal verwerkt en gebruikt…",Deinze,Colruyt Group,
6171,Research Engineer,Je bent sterk analytisch en detaillistisch ingesteld waardoor je uit metingen altijd weet de nodige data te destilleren.,Wielsbeke,Unilin,
6172,Platform Engineer (Haskell),"The beating heart of PieSync is a fleet of workers that fetch modified data from our customer's cloud apps, matching and aligning it with data in other apps.",Gent,piesync,
6173,Software Development Engineer (Young graduates),"As our Software Development engineer, you….Nexxis is our video, audio and data-distribution system for the integrated OR.Has experience in DirectX, dotnet.",Kortrijk,Barco,
6174,Young Graduate IT Consultant Operations,"Je behaalt binnenkort je Bachelor of Master (Burgerlijk ingenieur, Handelsingenieur – optie Supply chain/Operations, Industrieel ingenieur, TEW, Toegepaste…",Wielsbeke,Unilin,
6175,Cloud Software Engineer (f/m/x),"Maintain, strengthen and improve our Core SaaS Platform for genomics data analysis.Agilent Technologies is developing a range of innovative, cloud-based…",Gent,"Agilent Technologies, Inc.",
6176,Engineers / Senior Back-end Developers,"Support data scientists by providing data and engineering expertise.Streaming data platforms, (big)data processing using Apache Spark, Kafka.",Brugge,Foodpairing,
6177,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6178,"DATA -/ APPLICATION ENGINEER | PowerBi, Office365, SQL","Dit bedrijf gelegen in Waregem is een bloeiende KMO met een internationale sfeer.Ze hebben reeds een grote afzetmarkt van Rusland, Noord- & Oost-Europa tot in…",Waregem,EyeTech Solutions,€40.000 - €60.000 per jaar
6179,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6180,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6181,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6182,Asset Performance Engineer,Jouw missie als Asset performance engineer bestaat uit de ondersteuning van de thermal Noord organisatie door:Een greep uit jouw toepassingsgebied.,Gent,Luminus,
6183,Process Development/Integration Engineer,"FMEA, DOE, SPC, or other data-driven analysis.Once passed forty, all of us face the same primitive fate: suddenly our eyes can no longer focus at near distance…",Gent,PlusOne,
6184,Skype for Business/Teams & Voice Engineer,"Een doorgedreven technische ervaring hebt opgebouwd in ICT, telecom en data technologie en een Bachelor of Master diploma op zak hebt (of eenzelfde…",Roeselare,Hanssens Telecom,
6185,Infrasctructure consultant Network,"Binnen ons Network& Security team zijn wij op zoek naar een gedreven Netwerk engineer die mee instaat voor het opzetten, beheren en beveiligen van het Unilin…",Wielsbeke,Unilin,
6186,Frontend Engineer - Data Reporting,Deep experience with Angular and data visualization libraries.Showpad is the leading sales enablement platform for the modern seller.A natural eye for detail.,Gent,Showpad,
6187,Operations manager,"Please ensure you complete all areas of the application form to the best of your ability, as we will use the data to review your suitability for the role.",Oostende,Siemens Gamesa Renewable Energy,
6188,Verification & Validation Engineer - Agfa HealthCare,You have knowledge of databases and data storage.Validation and Verification of Products and Solutions according to new customer requirements.,Gent,Agfa-Gevaert NV,
6189,Process engineer,Ondernemend ingenieur of technisch bachelor.Wij stellen 125 werknemers tewerk en zoeken in het kader van verdere expansie een process engineer (m/v).,Gullegem,Verdonck personeelsmanagement,
6190,Simulation engineer voor het modelleren van digital twins,Bij de opzet vraag je de nodige data op die je implementeert in de simulatie.Hoe ziet jouw takenpakket eruit?Wat maakt jou de geknipte kandidaat?,Roeselare,vind!,
6191,Young Graduate Program Automation,Voor het Young Graduate Program zijn we op zoek naar een startende ingenieur met affiniteit voor automatisatie en de technische aspecten van een warehouse.,Brugge,Experis Belgium,
6192,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6193,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6194,VOIP engineer die meebouwt aan de digitale transformatie,"Je bent gepassioneerd door ICT, telecom en data technologie.Hoe ziet jouw takenpakket eruit?Je draagt je steentje bij in een allround team waarin iedereen een…",Roeselare,vind!,
6195,Junior Project Engineer,Beheer van de maintenance en engineering gerelateerde data-bases.Bouw dan verder aan jouw carrière als project ingenieur bij Shell in Gent.Tel: 09 259 12 12.,Gent,insel,
6196,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6197,Strategy & business transformation (Senior) Manager,"We leverage disparate sources of data and emotions, leading to breakthrough hypotheses for improvements – (big) data analytics connected to (big) value.",Gent,Papilium,
6198,Cloud Engineer,"Centralization of data coming from different services (Azure, CMDBs, reports).You will be managing and securing the platform according to internal security…",Gent,Harvey Nash,
6199,Integration Support Engineer (H/F),"Answer to questions from our customers & partners who want to exchange data with their own ERP, TMS and other applications.This expertise is used to:",Ieper,Fleur Deprez,
6200,Business Process Engineer,"Efficiency improvement for design master data management in our development center.Our client, number one specialist in energy efficiency, is looking for a…",Brugge,"AUSY, a Randstad company",
6201,Senior Software Engineer (Mobile),"What will you gain working at WABCO.You will work in an open and transparent corporate culture where leadership, relations and respect are important values.",Ieper,Wabco,
6202,Security Engineer,BA/MA in computer science.Our founders launched OTA Insight with a mission to help the hospitality industry visualise and leverage its data.,Gent,OTA Insight,
6203,Software Engineer: MT & NLP,"Developing NLP Modules for customer-specific data sets.Our interdisciplinary team, bringing together business analysts, engineers, linguists and researchers,…",Gentbrugge,Crosslang,
6204,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6205,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6206,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6207,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6208,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6209,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6210,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6211,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6212,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6213,Junior Automation Engineer,Pas afgestudeerd als burgerlijk/industrieel ingenieur of als master in een technische richting?Ga voor een loopbaan in automatisering en werk bij de sterkste…,Gent,PROMATIC-W,
6214,R&D Assistant,Voorstellen van testsequenties en meetmethodes volgens de verzamelde data.De elektronica-afdeling is één van de snelst groeiende afdelingen van TVH.,Waregem,TVH GROUP,
6215,IT Graduate Program - Data Scientist (Gent) (M/V/X),You work and experiment with state-of-the-art data processing and machine learning technologies and work in collaboration with other scientists and engineers…,Gent,AGO Jobs & HR,
6216,Principal NLP Software Engineer - Java / OO,"Experience with the processing of big data, preferably in a cloud environment.Nuance is the pioneer and leader in conversational artificial intelligence (AI)…",Merelbeke,Nuance,
6217,Senior Software Engineer (Server & Middleware),"What will you gain working at WABCO.You will work in an open and transparent corporate culture where leadership, relations and respect are important values.",Ieper,Wabco,
6218,Devops Engineer,"Keeping our data safe from hackers, follow up on and implement the latest security standards and improve security awareness within the company.",Gent,PieSync,
6219,ICT-medewerker,Als interne system engineer zal je de data en de ICT-infrastructuur dagelijks opvolgen.TRANSPORT MERVIELDE nv is een familiale onderneming met hoofdzetel in…,Ertvelde,Verdonck personeelsmanagement,
6220,Electronic Design Engineer for Space Projects (H/F),"A data package contains documentation, schematics and production files, but also test procedures and test reports.Régime de travail : Temps plein de jour.",Oudenaarde,Chantal Jacob,
6221,Validation engineer,"Master in a relevant field of sciences;Our client, a biotech company in Gent is looking for a validation engineer.Excellent communication skills are required;",Gent,Lab Support,
6222,Lead automation engineer,Voor de vestiging Aalter zijn we op zoek naar een Lead Automation engineer.Neem je zes tot twaalf jaar ervaring mee en trek automatisatie projecten bij de…,Aalter,Actemium,
6223,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6224,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6225,Information Security Officer,You have the skill to balance data protection and business objectives and are able to reach a consensus about the correct IT security level with acceptable risk…,Oostende,DAIKIN,
6226,(Senior) Validation Engineer,"Master in a relevant field of sciences;Ablynx, a Sanofi company is welcoming applications for the role of (Senior) Validation Engineer for our GMP Unit.",Gent,Sanofi,
6227,Data Center System Engineer (m/v),Als data center system engineer word je nauw betrokken bij projecten in een klanten/data center omgeving.Uitbouw van de globale data center architectuur van…,Ieper,ASAP.be,
6228,Masterproef: Engineering,Studeert momenteel burgerlijk ingenieur of industrieel ingenieur..Fixturen/PLC: Bestaande PLC data meer en beter gebruiken.Heeft een goede kennis van Engels.,Gent,Volvo,
6229,Consulting Sales Manager,Ensure accuracy of logged data for CS activity in CRM and prepare reports for the management.Analysis of the business performance data to drive better…,Oostende,DAIKIN,
6230,Coördinator Onderzoeksgegevens,"Neem actief deel aan kritische data-analyse en interpretatie, met name van grotere datasets inclusief statistische analyse",Gent,YES!talents,
6231,Logistics Engineer Packaging (m/f),Passion for lean and continuous improvement?Then you are our new Logistics Engineer Packaging!For an international company in Ghent we are looking for a…,Oostakker,Adecco,
6232,Software Engineer,Je kan performante applicaties ontwikkelen die big data en user loads aankunnen.Het creëren van intuitieve en performante software is vanzelfsprekend gezien de…,Gent,Experis Belgium,
6233,Solution Engineer IT Security,Ook voor een bedrijf als Colruyt Group is data security en data protection cruciaal voor ons dagelijkse werk.Als solution engineer neem je samen met je collega…,Deinze,Colruyt Group,
6234,R&D Manager (H/F),Research and implementation of digital tools to help the engineer in their development work.Raw material management: approve new sources of raw materials and…,Ieper,Mevr. Hanne Vanfleteren,
6235,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6236,"DATA -/ APPLICATION ENGINEER | PowerBi, Office365, SQL","Dit bedrijf gelegen in Waregem is een bloeiende KMO met een internationale sfeer.Ze hebben reeds een grote afzetmarkt van Rusland, Noord- & Oost-Europa tot in…",Waregem,EyeTech Solutions,€40.000 - €60.000 per jaar
6237,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6238,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6239,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6240,DevOps Engineer - Tolling,"As a passionate devops engineer, your responsibilities include:Work together with our infrastructure team, who is responsible for infrastructure provisioning…",Melle,Be-Mobile,
6241,Quality Technician,Opstellen van rapporten van de gemeten data ter ondersteuning van het eindadvies.Je analyseert de gemeten data en stelt hiervan rapporten op om de…,Waregem,TVH GROUP,
6242,Senior Software Development Engineer,"Nexxis is our video, audio and data-distribution system for the integrated OR.The Barco Enterprise division is at the forefront of innovation in the context of…",Kortrijk,Barco,
6243,Web Developer,"Realo, the Belgian real estate portal and market leader in automated valuations is looking for a full stack developer or engineer.",Gent,Realo,
6244,Operational Performance Engineer,"Je bouwt mee aan de verdere digitalisering en automatisering van de operationele data.Je genoot een masteropleiding (handelsingenieur, bio-ingenieur,…",Kortrijk,HR Concept,
6245,Marketing Technologist,Een bachelor of master in marketing / computer science / ingenieur (of bewezen ervaring).The Reference is een van de eerste Europese internetpioniers.,Gent,The Reference,
6246,Process Engineer,"Ervaring met big data is een plus.Je bent een gemotiveerd en dynamisch ingenieur, op zoek naar een hoogtechnologische omgeving.",Wielsbeke,vind!,
6247,Product Manager / Product Owner,"Make data driven decisions for enhancements, new features and products.Figure out what users want, make it happen quickly with our rockstar engineers and…",Gent,Massive Media,
6248,SOFTWARE SALES ENGINEER with knowledge of Chinese,"Collecting market data and information and update local and European management accordingly.We are currently looking for a team-oriented, enthusiastic…",Gent,ucamco,
6249,CUSTOMER SUPPORT ENGINEER | 45K + Wagen,"Je hebt affiniteit met custom development, logfiles en interpretatie ervan naar bijhorende data en logica en dit zowel server side (C#) als clientside (JS &…",Gent,EyeTech Solutions,
6250,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6251,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6252,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6253,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6254,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6255,Software Developer,"Nexxis is our video, audio and data-distribution system for the integrated OR.The Barco Enterprise division is at the forefront of innovation in the context of…",Kortrijk,Barco,
6256,Data scientist for international automotive company- Ghent,You work and experiment with state-of-the-art data processing and machine learning technologies and work in collaboration with other scientists and engineers…,Oostakker,Randstad,
6257,Projectleider Productie Automatisatie,Je bent in het bezit van een industrieel ingenieur diploma elektromechanica of automatisatie.Na analyse op de werkvloer in samenwerking met de process engineer…,Waregem,elekti.,
6258,Information Security Consultant,Je werkt mee aan proactief data protection management voor de verschillende klanten.SpotIT werd vier jaar geleden opgericht en bestaat ondertussen uit meer dan…,Merelbeke,SpotIT,
6259,Reliability engineer,"Om hun technische afdeling te versterken, zijn zij op zoek naar een reliability engineer.Je hebt een hogere opleiding genoten, bij voorkeur industrieel…",Gent,insel,
6260,Sales Engineer,As a technical sales engineer you will be responsible for long-term partnerships with our potential customers.All with just one app.You are a fast learner.,Gent,Optimile,
6261,FPGA Developer (H/F),"Motivation to constantly improve skills and knowledge in FPGA, science and other engineering fields.We are looking for a FPGA engineer to develop our FPGA…",Gent,Dhr. Augustinas Vizbaras,
6262,Software Engineer | Adobe Experience Manager,"Are you an engineer specialized in Adobe Experience Manager?Do you have experience in setting up, monitoring and maintaining AEM infrastructure?",Gent,Adagio,
6263,Process Engineer / Analyst Finance & Production m/v regio Wa...,Sterk in analyse en rendements - en procesoptimalisatie?Op zoek naar een job als Engineer waarbij je zowel betrokken bent bij de productie als het financieel…,Wielsbeke,Adecco,
6264,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6265,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6266,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6267,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6268,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6269,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6270,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6271,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6272,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6273,Ingenieur RD, Technical Data: management and provision of associated technical data in accordance with departmental and business.Function within a production environment.,Ieper,Vivaldis Interim,
6274,Hosting / monitoring engineer,Je gebruikt hiervoor de nodige scripting/monitoring tools zodat je via automatisatie een inzicht krijgt in data stromen.Hoe ziet jouw takenpakket eruit?,Ieper,vind!,
6275,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6276,Junior Software Developer,Pas afgestudeerd en op zoek naar een job als Software Developer?Werk mee aan innovatieve business applications en creëer de technologie van morgen!,Merelbeke,Axians,
6277,Product Manager Fence & Gate Hardware,"Je genoot een masteropleiding (Elektro)mechanica, industrieel ontwepen (of gelijkwaardig) en hebt minimum 10 jaar werkervaring als ingenieur in een R&D-omgeving…",Waregem,elekti.,
6278,Junior Project Engineer,Beheer van de maintenance en engineering gerelateerde data-bases.Bouw dan verder aan jouw carrière als project ingenieur bij Shell in Gent.Tel: 09 259 12 12.,Gent,"AUSY, a Randstad company",
6279,DevOps/Systems Engineer,Our system engineers have 2+ years of experience and a passion for development.Our infrastructure spans multiple data centers and is made up of over a hundred…,Gent,Clarabridge,
6280,Full Stack Developer,"Obviously, we can’t expect you to be fluent in all of these; many of our current full-stack engineers have learned skills from this list on the job.",Gent,Bothrs,
6281,Allround IT-er met veelzijdig takenpakket,Als interne system engineer zal je de data en de ICT-infrastructuur dagelijks opvolgen.Hoe ziet jouw takenpakket eruit?Wat maakt jou de geknipte kandidaat?,Rieme,vind!,
6282,Technical Engineering Division Manager,"The Technical Division Manager leads a multi-disciplinary team of 16 people consisting of process engineers, equipment engineers and maintenance technicians to…",Oudenaarde,ON Semiconductor,
6283,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6284,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6285,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6286,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6287,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6288,Solutions architect (Ghent),"Blendr.io is looking for a Solutions Architect (API data integration engineer) to take responsibility on assigned projects, by building new integrations on the…",Gent,Blendr.io,
6289,Cloud Developer,"As an engineer, you understand that producing clean, readable and testable code is always a priority.You understand the importance of application security and…",Gent,In The Pocket,
6290,Laborant Kwaliteitslabo - 2-ploegen - Gent,"Assisteren van collega ingenieurs met het voorbereiden van testopstellingen, instrumentatie opzet en verzamelen van data.Je hebt een technische affiniteit.",Gent,Randstad,
6291,"SENIOR DATA ENGINEER | Get Certified, Work-Life balance, 60k",Binnen deze job zal je vooral op business intelligence en andere data-gerelateerde diensten.Dit bedrijf gelegen in het Gentse is 'de specialist en de nummer 1'…,Gent,EyeTech Solutions,€50.000 - €60.000 per jaar
6292,Logistics Engineer,Tender management en Business Development conceptueel advies geven op basis van data analyses;De hoofdwerkzaamheden bestaan uit het implementeren van klanten…,Gent,HR Concept,
6293,Senior Solution Engineer,Data analyse en conceptueel design van een complex geautomatiseerd magazijn.Modes of Employment: full-time.Deze jarenlange expertise maakt van SSI Schäfer een…,Gent,SSI Schäefer,
6294,Front-end Developer,"As an engineer, you understand that producing clean, readable and testable code is always a priority.You understand the importance of application security and…",Gent,In The Pocket,
6295,DevOps Engineer,Voor een internationaal gerenommeerd bedrijf in de marketingsector met vestiging regio Gent zijn we op zoek naar een DevOps Engineer.3 - 5 jaar in Engineering.,Gent,Experis Belgium,
6296,Project Ingenieur Automatisatie (m/v)," Analyseren van data om nieuwe projecten op te sporen.Voor onze klant, zijn wij mee op zoek naar een nieuwe collega Project Ingenieur Automatisatie.",Ieper,Konvert Interim,
6297,TALENTED DEVOPS ENGINEER - Bijleren - 60K - Luxe wagen,"2 jaar ervaring als DevOps engineer ( 2 jaar in .Deze belangrijke speler in de Datawereld is gesitueerd in regio Gent.Een wagen (BMW,VOLVO,AUDI) + tankkaart.",Gent,EyeTech Solutions,€45.000 - €60.000 per jaar
6298,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6299,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6300,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6301,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6302,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6303,IT support engineer (m/v),"Je beschikt over een bachelor, met een uitgesproken passie voor IT, processen en data.Voor onze klant, een firma actief in de textielsector, zijn wij op zoek…",Wielsbeke,Konvert Interim,
6304,Full-stack developer with Node.js experience,Implementation of security and data protection.We are looking for a Node.js engineer responsible for managing our integrations platform.,Gent,Officient,
6305,"Ingenieur Ontwerper/tekenaar CAD, civiel en infrastructuur (...","U heeft een masterdiploma zoals ingenieur bouwkunde of landmeetkunde, geografie, hydrografie of gelijkaardigs of aansluitend door kennis en ervaring.",Gent,Geo-MX,
6306,Front-End Developer,"Room for self-development so that you can grow your potential as a technical expert, full stack developer or even in the direction of functional analysis, data…",Gent,LoQutus,
6307,Back-End Developer,"Room for self-development so that you can grow your potential as a technical expert, full stack developer or even in the direction of functional analysis, data…",Gent,LoQutus,
6308,.NET Product Architect,"Je zal instaan voor alle stappen in het proces van product development : van de data analyse, architectuur, de ontwikkeling, technische documentatie, testing en…",Gent,CliniSys Group,
6309,Senior Web Developer,"Exhibit creativity and resourcefulness at problem solving while collaborating and working effectively with best in class designers, engineers of different…",Gent,NGDATA,
6310,Applicatiebeheerder / application specialist,Je zet hierbij in op zowel data als het functioneel stuk waardoor de tevredenheid bij de gebruikers verhoogd wordt.Hoe ziet jouw takenpakket eruit?,Kortrijk,vind!,
6311,Assistant Technical Support Engineer - Connected Services (G...,"You analyze data, extract reports, and based on remote diagnostics, communicate corrective actions to markets and customers.",Gent,AGO Jobs & HR,
6312,OPERATIONAL PERFORMANCE ENGINEER - REGIO WAREGEM,"Vereisten: - Masteropleiding (bio-ingenieur, handelswetenschappen, -ingenieur, ...).Je bouwt mee aan de verdere digitalisering en automatisering van de…",Waregem,Argon Selectie,
6313,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6314,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6315,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6316,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6317,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
